,Mes,Nom mes,Any,Regió Policial (RP),Àrea Bàsica Policial (ABP),Títol Codi Penal,Tipus de fet,Coneguts,Resolts,Detencions
32,1,gener,2011,RP  Metropolitana Nord,ABP Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,43,4,2
33,1,gener,2011,RP  Metropolitana Nord,ABP Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Defraudacions,1,,
34,1,gener,2011,RP  Metropolitana Nord,ABP Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,25,5,3
35,1,gener,2011,RP  Metropolitana Nord,ABP Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,52,6,13
36,1,gener,2011,RP  Metropolitana Nord,ABP Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,10,4,2
37,1,gener,2011,RP  Metropolitana Nord,ABP Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Receptació i altres conductes afins,3,3,2
38,1,gener,2011,RP  Metropolitana Nord,ABP Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,126,40,38
39,1,gener,2011,RP  Metropolitana Nord,ABP Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,205,17,19
40,1,gener,2011,RP  Metropolitana Nord,ABP Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,131,14,11
41,1,gener,2011,RP  Metropolitana Nord,ABP Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,39,26,
42,1,gener,2011,RP  Metropolitana Nord,ABP Badalona,Delictes contra els drets dels ciutadans estrangers,Contra els drets de ciutadans estrangers,,1,
43,1,gener,2011,RP  Metropolitana Nord,ABP Badalona,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Entrada a domicili aliè,7,6,3
44,1,gener,2011,RP  Metropolitana Nord,ABP Badalona,Delictes contra la llibertat,Amenaces,15,16,8
45,1,gener,2011,RP  Metropolitana Nord,ABP Badalona,Delictes contra la llibertat,Coaccions,4,4,1
46,1,gener,2011,RP  Metropolitana Nord,ABP Badalona,Delictes contra la llibertat i la indemnitat sexuals,Abusos sexuals,3,3,2
47,1,gener,2011,RP  Metropolitana Nord,ABP Badalona,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals,2,1,
48,1,gener,2011,RP  Metropolitana Nord,ABP Badalona,Delictes contra l'Administració de justícia,"Acusació, denúncia falsa i simulació de delictes",2,2,
49,1,gener,2011,RP  Metropolitana Nord,ABP Badalona,Delictes contra l'Administració de justícia,Obstrucció a la justícia i deslleialtat professional,2,1,
50,1,gener,2011,RP  Metropolitana Nord,ABP Badalona,Delictes contra l'Administració de justícia,Trencament de condemna,9,9,7
51,1,gener,2011,RP  Metropolitana Nord,ABP Badalona,Delictes contra les relacions familiars,Contra els drets i deures familiars,3,3,
52,1,gener,2011,RP  Metropolitana Nord,ABP Badalona,Delictes contra l'ordre públic,Altres delictes contra l'ordre públic,18,17,14
53,1,gener,2011,RP  Metropolitana Nord,ABP Badalona,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,3,3,4
54,1,gener,2011,RP  Metropolitana Nord,ABP Badalona,Faltes contra el patrimoni,Faltes contra el patrimoni,445,96,1
55,1,gener,2011,RP  Metropolitana Nord,ABP Badalona,Faltes contra els interessos generals,Faltes contra els interessos generals,1,1,
56,1,gener,2011,RP  Metropolitana Nord,ABP Badalona,Faltes contra les persones,Faltes contra les persones,63,54,1
57,1,gener,2011,RP  Metropolitana Nord,ABP Badalona,Faltes contra l'ordre públic,Faltes contra l'ordre públic,12,12,
58,1,gener,2011,RP  Metropolitana Nord,ABP Cerdanyola,De l’homicidi i les seves formes,Homicidi per imprudència,1,1,1
59,1,gener,2011,RP  Metropolitana Nord,ABP Cerdanyola,De les falsedats,De la usurpació de l'estat civil,3,2,
60,1,gener,2011,RP  Metropolitana Nord,ABP Cerdanyola,De les falsedats,Falsedats documentals,4,3,
61,1,gener,2011,RP  Metropolitana Nord,ABP Cerdanyola,De les lesions,Lesions,14,12,8
62,1,gener,2011,RP  Metropolitana Nord,ABP Cerdanyola,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,4,4,2
63,1,gener,2011,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,1,1,1
64,1,gener,2011,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,18,6,1
65,1,gener,2011,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Defraudacions de fluid elèctric i anàlogues,1,,
66,1,gener,2011,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,12,5,1
67,1,gener,2011,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,57,6,4
68,1,gener,2011,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,4,4,
69,1,gener,2011,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Receptació i altres conductes afins,1,1,
70,1,gener,2011,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,87,18,21
71,1,gener,2011,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,112,13,11
72,1,gener,2011,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,50,7,4
73,1,gener,2011,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,22,16,8
74,1,gener,2011,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Usurpació,1,,
75,1,gener,2011,RP  Metropolitana Nord,ABP Cerdanyola,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Descobriment i revelació de secrets,2,1,
76,1,gener,2011,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra la llibertat,Amenaces,14,13,6
77,1,gener,2011,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra la llibertat,Coaccions,1,1,
78,1,gener,2011,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra la llibertat i la indemnitat sexuals,Abusos sexuals,1,,
79,1,gener,2011,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals,3,2,1
80,1,gener,2011,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra l'Administració de justícia,"Acusació, denúncia falsa i simulació de delictes",3,1,1
81,1,gener,2011,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra l'Administració de justícia,Obstrucció a la justícia i deslleialtat professional,1,,
82,1,gener,2011,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra l'Administració de justícia,Trencament de condemna,7,7,8
83,1,gener,2011,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra les relacions familiars,Contra els drets i deures familiars,3,4,
84,1,gener,2011,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra l'ordre públic,Desordres públics,1,1,2
85,1,gener,2011,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra l'ordre públic,Organitzacions i grups criminals,1,,
86,1,gener,2011,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra l'ordre públic,Altres delictes contra l'ordre públic,6,6,7
87,1,gener,2011,RP  Metropolitana Nord,ABP Cerdanyola,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,4,4,6
88,1,gener,2011,RP  Metropolitana Nord,ABP Cerdanyola,Faltes contra el patrimoni,Faltes contra el patrimoni,328,34,
89,1,gener,2011,RP  Metropolitana Nord,ABP Cerdanyola,Faltes contra els interessos generals,Faltes contra els interessos generals,2,1,
90,1,gener,2011,RP  Metropolitana Nord,ABP Cerdanyola,Faltes contra les persones,Faltes contra les persones,53,43,
91,1,gener,2011,RP  Metropolitana Nord,ABP Cerdanyola,Faltes contra l'ordre públic,Faltes contra l'ordre públic,4,4,
92,1,gener,2011,RP  Metropolitana Nord,ABP Granollers,De les falsedats,De la usurpació de l'estat civil,4,2,
93,1,gener,2011,RP  Metropolitana Nord,ABP Granollers,De les falsedats,Falsedats documentals,3,1,
94,1,gener,2011,RP  Metropolitana Nord,ABP Granollers,De les falsedats,Falsificació de moneda i efectes timbrats,1,1,2
95,1,gener,2011,RP  Metropolitana Nord,ABP Granollers,De les falsedats,Usurpació de funcions públiques i intrusisme,1,1,
96,1,gener,2011,RP  Metropolitana Nord,ABP Granollers,De les lesions,Lesions,33,28,15
97,1,gener,2011,RP  Metropolitana Nord,ABP Granollers,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,6,6,5
98,1,gener,2011,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,4,5,
99,1,gener,2011,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,56,8,1
100,1,gener,2011,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,22,8,
101,1,gener,2011,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Extorsió,1,1,2
102,1,gener,2011,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,122,15,3
103,1,gener,2011,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,3,2,
104,1,gener,2011,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,228,26,31
105,1,gener,2011,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,177,7,8
106,1,gener,2011,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,64,9,6
107,1,gener,2011,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,26,11,2
108,1,gener,2011,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Usurpació,3,2,
109,1,gener,2011,RP  Metropolitana Nord,ABP Granollers,Delictes contra la llibertat,Amenaces,27,27,4
110,1,gener,2011,RP  Metropolitana Nord,ABP Granollers,Delictes contra la llibertat,Coaccions,5,5,
111,1,gener,2011,RP  Metropolitana Nord,ABP Granollers,Delictes contra la llibertat i la indemnitat sexuals,Abusos sexuals,1,1,
112,1,gener,2011,RP  Metropolitana Nord,ABP Granollers,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals,2,2,2
113,1,gener,2011,RP  Metropolitana Nord,ABP Granollers,Delictes contra l'Administració de justícia,"Acusació, denúncia falsa i simulació de delictes",2,2,
114,1,gener,2011,RP  Metropolitana Nord,ABP Granollers,Delictes contra l'Administració de justícia,Realització arbitrària del propi dret,,,1
115,1,gener,2011,RP  Metropolitana Nord,ABP Granollers,Delictes contra l'Administració de justícia,Trencament de condemna,14,14,4
116,1,gener,2011,RP  Metropolitana Nord,ABP Granollers,Delictes contra les relacions familiars,Contra els drets i deures familiars,5,3,
117,1,gener,2011,RP  Metropolitana Nord,ABP Granollers,Delictes contra l'ordre públic,Altres delictes contra l'ordre públic,10,7,4
118,1,gener,2011,RP  Metropolitana Nord,ABP Granollers,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,1,1,1
119,1,gener,2011,RP  Metropolitana Nord,ABP Granollers,Faltes contra el patrimoni,Faltes contra el patrimoni,458,60,4
120,1,gener,2011,RP  Metropolitana Nord,ABP Granollers,Faltes contra els interessos generals,Faltes contra els interessos generals,1,,
121,1,gener,2011,RP  Metropolitana Nord,ABP Granollers,Faltes contra les persones,Faltes contra les persones,96,84,
122,1,gener,2011,RP  Metropolitana Nord,ABP Granollers,Faltes contra l'ordre públic,Faltes contra l'ordre públic,4,4,
123,1,gener,2011,RP  Metropolitana Nord,ABP Mataró,De l’homicidi i les seves formes,Homicidi per imprudència,1,1,
124,1,gener,2011,RP  Metropolitana Nord,ABP Mataró,De les falsedats,De la usurpació de l'estat civil,6,3,
125,1,gener,2011,RP  Metropolitana Nord,ABP Mataró,De les falsedats,Falsedats documentals,3,2,
126,1,gener,2011,RP  Metropolitana Nord,ABP Mataró,De les falsedats,Falsificació de moneda i efectes timbrats,2,2,1
127,1,gener,2011,RP  Metropolitana Nord,ABP Mataró,De les falsedats,Usurpació de funcions públiques i intrusisme,1,,1
128,1,gener,2011,RP  Metropolitana Nord,ABP Mataró,De les lesions,Lesions,21,21,9
129,1,gener,2011,RP  Metropolitana Nord,ABP Mataró,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,7,7,4
130,1,gener,2011,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,4,4,
131,1,gener,2011,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,32,5,6
132,1,gener,2011,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,13,4,3
133,1,gener,2011,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,38,5,6
134,1,gener,2011,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,1,1,
135,1,gener,2011,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Receptació i altres conductes afins,1,1,1
136,1,gener,2011,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,62,11,7
137,1,gener,2011,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,179,6,7
138,1,gener,2011,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,50,6,7
139,1,gener,2011,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,28,9,2
140,1,gener,2011,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Usurpació,1,,
141,1,gener,2011,RP  Metropolitana Nord,ABP Mataró,Delictes contra l’honor,Injúria,1,,
142,1,gener,2011,RP  Metropolitana Nord,ABP Mataró,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Descobriment i revelació de secrets,,1,
143,1,gener,2011,RP  Metropolitana Nord,ABP Mataró,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Entrada a domicili aliè,1,1,1
144,1,gener,2011,RP  Metropolitana Nord,ABP Mataró,Delictes contra la llibertat,Amenaces,2,1,
145,1,gener,2011,RP  Metropolitana Nord,ABP Mataró,Delictes contra la llibertat,Coaccions,1,1,
146,1,gener,2011,RP  Metropolitana Nord,ABP Mataró,Delictes contra la llibertat,Detenció il·legal,1,,
147,1,gener,2011,RP  Metropolitana Nord,ABP Mataró,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals,1,,4
148,1,gener,2011,RP  Metropolitana Nord,ABP Mataró,Delictes contra la llibertat i la indemnitat sexuals,Relatius a la prostitució,1,,
149,1,gener,2011,RP  Metropolitana Nord,ABP Mataró,Delictes contra l'Administració de justícia,Trencament de condemna,7,6,3
150,1,gener,2011,RP  Metropolitana Nord,ABP Mataró,Delictes contra les relacions familiars,Contra els drets i deures familiars,1,1,
151,1,gener,2011,RP  Metropolitana Nord,ABP Mataró,Delictes contra l'ordre públic,Desordres públics,1,1,2
152,1,gener,2011,RP  Metropolitana Nord,ABP Mataró,Delictes contra l'ordre públic,Altres delictes contra l'ordre públic,9,9,7
153,1,gener,2011,RP  Metropolitana Nord,ABP Mataró,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,2,1,3
154,1,gener,2011,RP  Metropolitana Nord,ABP Mataró,Faltes contra el patrimoni,Faltes contra el patrimoni,306,58,2
155,1,gener,2011,RP  Metropolitana Nord,ABP Mataró,Faltes contra els interessos generals,Faltes contra els interessos generals,1,1,
156,1,gener,2011,RP  Metropolitana Nord,ABP Mataró,Faltes contra les persones,Faltes contra les persones,31,28,
157,1,gener,2011,RP  Metropolitana Nord,ABP Mollet del Vallès,De les falsedats,De la usurpació de l'estat civil,2,,
158,1,gener,2011,RP  Metropolitana Nord,ABP Mollet del Vallès,De les falsedats,Falsedats documentals,2,2,2
159,1,gener,2011,RP  Metropolitana Nord,ABP Mollet del Vallès,De les lesions,Lesions,16,13,5
160,1,gener,2011,RP  Metropolitana Nord,ABP Mollet del Vallès,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,4,4,3
161,1,gener,2011,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,2,1,
162,1,gener,2011,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,11,2,
163,1,gener,2011,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,2,1,1
164,1,gener,2011,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,36,4,4
165,1,gener,2011,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,53,15,12
166,1,gener,2011,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,23,3,1
167,1,gener,2011,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,21,3,3
168,1,gener,2011,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,18,9,1
169,1,gener,2011,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra la llibertat,Amenaces,5,4,
170,1,gener,2011,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra la llibertat,Coaccions,2,2,
171,1,gener,2011,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra la llibertat i la indemnitat sexuals,Abusos sexuals,2,2,
172,1,gener,2011,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra la llibertat i la indemnitat sexuals,Relatius a la prostitució,,,1
173,1,gener,2011,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra l'Administració de justícia,"Acusació, denúncia falsa i simulació de delictes",3,3,
174,1,gener,2011,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra l'Administració de justícia,Trencament de condemna,4,5,2
175,1,gener,2011,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra les relacions familiars,Contra els drets i deures familiars,1,1,
176,1,gener,2011,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra l'ordre públic,Organitzacions i grups criminals,2,1,
177,1,gener,2011,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra l'ordre públic,Altres delictes contra l'ordre públic,2,2,5
178,1,gener,2011,RP  Metropolitana Nord,ABP Mollet del Vallès,Faltes contra el patrimoni,Faltes contra el patrimoni,138,23,
179,1,gener,2011,RP  Metropolitana Nord,ABP Mollet del Vallès,Faltes contra les persones,Faltes contra les persones,25,19,
180,1,gener,2011,RP  Metropolitana Nord,ABP Mollet del Vallès,Faltes contra l'ordre públic,Faltes contra l'ordre públic,3,3,
181,1,gener,2011,RP  Metropolitana Nord,ABP Premià de Mar,De les falsedats,De la usurpació de l'estat civil,1,,
182,1,gener,2011,RP  Metropolitana Nord,ABP Premià de Mar,De les lesions,Lesions,10,10,7
183,1,gener,2011,RP  Metropolitana Nord,ABP Premià de Mar,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,8,7,3
184,1,gener,2011,RP  Metropolitana Nord,ABP Premià de Mar,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,1,,
185,1,gener,2011,RP  Metropolitana Nord,ABP Premià de Mar,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,7,,
186,1,gener,2011,RP  Metropolitana Nord,ABP Premià de Mar,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Defraudacions de fluid elèctric i anàlogues,1,,
187,1,gener,2011,RP  Metropolitana Nord,ABP Premià de Mar,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,7,2,1
188,1,gener,2011,RP  Metropolitana Nord,ABP Premià de Mar,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,32,9,
189,1,gener,2011,RP  Metropolitana Nord,ABP Premià de Mar,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,62,10,7
190,1,gener,2011,RP  Metropolitana Nord,ABP Premià de Mar,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,60,4,6
191,1,gener,2011,RP  Metropolitana Nord,ABP Premià de Mar,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,16,5,5
192,1,gener,2011,RP  Metropolitana Nord,ABP Premià de Mar,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,12,2,
193,1,gener,2011,RP  Metropolitana Nord,ABP Premià de Mar,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Usurpació,1,2,
194,1,gener,2011,RP  Metropolitana Nord,ABP Premià de Mar,Delictes contra la Constitució,Associació il·lícita,,1,
195,1,gener,2011,RP  Metropolitana Nord,ABP Premià de Mar,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Descobriment i revelació de secrets,1,2,
196,1,gener,2011,RP  Metropolitana Nord,ABP Premià de Mar,Delictes contra la llibertat,Amenaces,4,3,1
197,1,gener,2011,RP  Metropolitana Nord,ABP Premià de Mar,Delictes contra l'Administració de justícia,Encobriment,1,1,1
198,1,gener,2011,RP  Metropolitana Nord,ABP Premià de Mar,Delictes contra l'Administració de justícia,Obstrucció a la justícia i deslleialtat professional,1,1,
199,1,gener,2011,RP  Metropolitana Nord,ABP Premià de Mar,Delictes contra l'Administració de justícia,Trencament de condemna,5,5,2
