,Mes,Nom mes,Any,Regió Policial (RP),Àrea Bàsica Policial (ABP),Títol Codi Penal,Tipus de fet,Coneguts,Resolts,Detencions
0,1,gener,2019,RP  Metropolitana Nord,ABP Arenys de Mar,De l’homicidi i les seves formes,Homicidi consumat,1,1,
1,1,gener,2019,RP  Metropolitana Nord,ABP Arenys de Mar,De l’homicidi i les seves formes,Homicidi temptativa,1,1,1
2,1,gener,2019,RP  Metropolitana Nord,ABP Arenys de Mar,De les falsedats,De la usurpació de l'estat civil,2,,
3,1,gener,2019,RP  Metropolitana Nord,ABP Arenys de Mar,De les falsedats,Falsedats documentals,2,1,
4,1,gener,2019,RP  Metropolitana Nord,ABP Arenys de Mar,De les falsedats,Falsificació de moneda i efectes timbrats,2,1,
5,1,gener,2019,RP  Metropolitana Nord,ABP Arenys de Mar,De les lesions,Lesions,36,29,9
6,1,gener,2019,RP  Metropolitana Nord,ABP Arenys de Mar,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,3,2,
7,1,gener,2019,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,3,,
8,1,gener,2019,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,103,12,2
9,1,gener,2019,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,126,12,2
10,1,gener,2019,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,146,18,
11,1,gener,2019,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,10,8,
12,1,gener,2019,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Receptació i altres conductes afins,2,1,
13,1,gener,2019,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,119,9,9
14,1,gener,2019,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,64,5,
15,1,gener,2019,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,19,3,4
16,1,gener,2019,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,8,6,1
17,1,gener,2019,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Usurpació,2,2,
18,1,gener,2019,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Defraudacions de fluid elèctric i anàlogues,3,1,
19,1,gener,2019,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra l’honor,Injúria,1,1,
20,1,gener,2019,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,1,1,
21,1,gener,2019,RP  Metropolitana Nord,ABP Arenys de Mar,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Descobriment i revelació de secrets,4,2,
22,1,gener,2019,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra la llibertat,Amenaces,35,31,2
23,1,gener,2019,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra la llibertat,Coaccions,6,6,2
24,1,gener,2019,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra la llibertat i la indemnitat sexuals,Abusos sexuals,2,1,1
