,Mes,Nom mes,Any,Regió Policial (RP),Àrea Bàsica Policial (ABP),Títol Codi Penal,Tipus de fet,Coneguts,Resolts,Detencions
15,1,gener,2017,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,14,9,9
16,1,gener,2017,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,8,3,
17,1,gener,2017,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Usurpació,1,1,
18,1,gener,2017,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra l’honor,Injúria,1,,
19,1,gener,2017,RP  Metropolitana Nord,ABP Arenys de Mar,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Descobriment i revelació de secrets,3,2,
20,1,gener,2017,RP  Metropolitana Nord,ABP Arenys de Mar,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Entrada a domicili aliè,2,2,
21,1,gener,2017,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra la llibertat,Amenaces,23,23,3
22,1,gener,2017,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra la llibertat,Coaccions,7,5,
23,1,gener,2017,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra la llibertat,Detenció il·legal,1,,
24,1,gener,2017,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra la llibertat i la indemnitat sexuals,Abusos sexuals,1,1,
25,1,gener,2017,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals,,1,
26,1,gener,2017,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra la llibertat i la indemnitat sexuals,Assetjament sexual,1,1,
27,1,gener,2017,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra l'Administració de justícia,"Acusació, denúncia falsa i simulació de delictes",3,2,
28,1,gener,2017,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra l'Administració de justícia,Trencament de condemna,7,7,1
29,1,gener,2017,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra les relacions familiars,Contra els drets i deures familiars,3,1,
30,1,gener,2017,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra l'ordre públic,Organitzacions i grups criminals,,,1
31,1,gener,2017,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra l'ordre públic,Altres delictes contra l'ordre públic,4,4,4
32,1,gener,2017,RP  Metropolitana Nord,ABP Arenys de Mar,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,6,5,1
33,1,gener,2017,RP  Metropolitana Nord,ABP Arenys de Mar,Dels delictes contra la seguretat col·lectiva,Incendi,2,2,1
34,1,gener,2017,RP  Metropolitana Nord,ABP Arenys de Mar,"Dels delictes relatius a l’ordenació del territori i l’urbanisme, la protecció del patrimoni històric i el medi ambient","Protecció de la flora, fauna i animals domèstics",1,1,
35,1,gener,2017,RP  Metropolitana Nord,ABP Arenys de Mar,Faltes contra el patrimoni,Faltes contra el patrimoni,,1,
36,1,gener,2017,RP  Metropolitana Nord,ABP Badalona,De l’homicidi i les seves formes,Homicidi per imprudència,1,,
37,1,gener,2017,RP  Metropolitana Nord,ABP Badalona,De l’homicidi i les seves formes,Homicidi temptativa,,1,2
38,1,gener,2017,RP  Metropolitana Nord,ABP Badalona,De les falsedats,De la usurpació de l'estat civil,,1,
39,1,gener,2017,RP  Metropolitana Nord,ABP Badalona,De les falsedats,Falsedats documentals,3,2,
40,1,gener,2017,RP  Metropolitana Nord,ABP Badalona,De les falsedats,Falsificació de moneda i efectes timbrats,6,4,
41,1,gener,2017,RP  Metropolitana Nord,ABP Badalona,De les falsedats,Usurpació de funcions públiques i intrusisme,1,,
42,1,gener,2017,RP  Metropolitana Nord,ABP Badalona,De les lesions,Lesions,57,52,11
43,1,gener,2017,RP  Metropolitana Nord,ABP Badalona,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,10,10,2
44,1,gener,2017,RP  Metropolitana Nord,ABP Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,10,8,
45,1,gener,2017,RP  Metropolitana Nord,ABP Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,161,8,
46,1,gener,2017,RP  Metropolitana Nord,ABP Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Defraudacions,1,,
47,1,gener,2017,RP  Metropolitana Nord,ABP Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Defraudacions de fluid elèctric i anàlogues,2,2,
48,1,gener,2017,RP  Metropolitana Nord,ABP Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,108,9,5
49,1,gener,2017,RP  Metropolitana Nord,ABP Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,388,76,9
50,1,gener,2017,RP  Metropolitana Nord,ABP Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,11,9,
51,1,gener,2017,RP  Metropolitana Nord,ABP Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Propietat industrial,1,1,
52,1,gener,2017,RP  Metropolitana Nord,ABP Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Receptació i altres conductes afins,8,5,
53,1,gener,2017,RP  Metropolitana Nord,ABP Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,71,16,14
54,1,gener,2017,RP  Metropolitana Nord,ABP Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,174,5,12
55,1,gener,2017,RP  Metropolitana Nord,ABP Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,168,26,25
56,1,gener,2017,RP  Metropolitana Nord,ABP Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,42,29,
57,1,gener,2017,RP  Metropolitana Nord,ABP Badalona,Delictes contra l’honor,Calúmnia,1,1,
58,1,gener,2017,RP  Metropolitana Nord,ABP Badalona,Delictes contra l’honor,Injúria,1,1,
59,1,gener,2017,RP  Metropolitana Nord,ABP Badalona,Delictes contra la llibertat,Amenaces,41,43,8
60,1,gener,2017,RP  Metropolitana Nord,ABP Badalona,Delictes contra la llibertat,Coaccions,7,6,1
61,1,gener,2017,RP  Metropolitana Nord,ABP Badalona,Delictes contra la llibertat,Detenció il·legal,1,1,1
62,1,gener,2017,RP  Metropolitana Nord,ABP Badalona,Delictes contra la llibertat i la indemnitat sexuals,Abusos sexuals,4,4,2
63,1,gener,2017,RP  Metropolitana Nord,ABP Badalona,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals,,1,1
64,1,gener,2017,RP  Metropolitana Nord,ABP Badalona,Delictes contra la llibertat i la indemnitat sexuals,Assetjament sexual,,1,
65,1,gener,2017,RP  Metropolitana Nord,ABP Badalona,Delictes contra l'Administració de justícia,"Acusació, denúncia falsa i simulació de delictes",2,3,1
66,1,gener,2017,RP  Metropolitana Nord,ABP Badalona,Delictes contra l'Administració de justícia,Trencament de condemna,5,4,4
67,1,gener,2017,RP  Metropolitana Nord,ABP Badalona,Delictes contra les relacions familiars,Contra els drets i deures familiars,3,3,
68,1,gener,2017,RP  Metropolitana Nord,ABP Badalona,Delictes contra l'ordre públic,Altres delictes contra l'ordre públic,7,6,6
69,1,gener,2017,RP  Metropolitana Nord,ABP Badalona,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,7,6,2
70,1,gener,2017,RP  Metropolitana Nord,ABP Badalona,Dels delictes contra la seguretat col·lectiva,Incendi,1,,
71,1,gener,2017,RP  Metropolitana Nord,ABP Cerdanyola,De l’homicidi i les seves formes,Homicidi per imprudència,1,1,1
72,1,gener,2017,RP  Metropolitana Nord,ABP Cerdanyola,De les falsedats,De la usurpació de l'estat civil,1,1,
73,1,gener,2017,RP  Metropolitana Nord,ABP Cerdanyola,De les falsedats,Falsedats documentals,7,6,
74,1,gener,2017,RP  Metropolitana Nord,ABP Cerdanyola,De les falsedats,Falsificació de moneda i efectes timbrats,1,1,
75,1,gener,2017,RP  Metropolitana Nord,ABP Cerdanyola,De les falsedats,Usurpació de funcions públiques i intrusisme,2,2,
76,1,gener,2017,RP  Metropolitana Nord,ABP Cerdanyola,De les lesions,Lesions,24,24,7
77,1,gener,2017,RP  Metropolitana Nord,ABP Cerdanyola,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,5,6,1
78,1,gener,2017,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,5,1,
79,1,gener,2017,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,111,8,
80,1,gener,2017,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Defraudacions de fluid elèctric i anàlogues,1,1,
81,1,gener,2017,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,67,17,
82,1,gener,2017,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Extorsió,1,,
83,1,gener,2017,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,176,27,7
84,1,gener,2017,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,12,11,
85,1,gener,2017,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,79,2,2
86,1,gener,2017,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,40,2,2
87,1,gener,2017,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,31,5,9
88,1,gener,2017,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,16,5,
89,1,gener,2017,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra l’honor,Calúmnia,1,1,
90,1,gener,2017,RP  Metropolitana Nord,ABP Cerdanyola,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Descobriment i revelació de secrets,2,,
91,1,gener,2017,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra la llibertat,Amenaces,19,20,2
92,1,gener,2017,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra la llibertat,Coaccions,2,3,
93,1,gener,2017,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra la llibertat i la indemnitat sexuals,Abusos sexuals,3,2,
94,1,gener,2017,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals,1,1,
95,1,gener,2017,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra la llibertat i la indemnitat sexuals,Exhibicionisme i provocació sexual,1,1,1
96,1,gener,2017,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra la llibertat i la indemnitat sexuals,Relatius a la prostitució,1,1,1
97,1,gener,2017,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra l'Administració de justícia,"Acusació, denúncia falsa i simulació de delictes",3,2,
98,1,gener,2017,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra l'Administració de justícia,Trencament de condemna,4,4,1
99,1,gener,2017,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra les relacions familiars,Contra els drets i deures familiars,4,4,1
100,1,gener,2017,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra l'ordre públic,Desordres públics,1,,
101,1,gener,2017,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra l'ordre públic,Altres delictes contra l'ordre públic,6,6,5
102,1,gener,2017,RP  Metropolitana Nord,ABP Cerdanyola,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,1,1,1
103,1,gener,2017,RP  Metropolitana Nord,ABP Cerdanyola,"Dels delictes relatius a l’ordenació del territori i l’urbanisme, la protecció del patrimoni històric i el medi ambient",Contra els recursos naturals i el medi ambient,1,,
104,1,gener,2017,RP  Metropolitana Nord,ABP Granollers,De l’homicidi i les seves formes,Homicidi per imprudència,1,,
105,1,gener,2017,RP  Metropolitana Nord,ABP Granollers,De les falsedats,De la usurpació de l'estat civil,5,2,
106,1,gener,2017,RP  Metropolitana Nord,ABP Granollers,De les falsedats,Falsedats documentals,3,3,1
107,1,gener,2017,RP  Metropolitana Nord,ABP Granollers,De les falsedats,Falsificació de moneda i efectes timbrats,1,,
108,1,gener,2017,RP  Metropolitana Nord,ABP Granollers,De les lesions,Lesions,60,55,8
109,1,gener,2017,RP  Metropolitana Nord,ABP Granollers,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,4,3,1
110,1,gener,2017,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,13,10,
111,1,gener,2017,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,150,11,
112,1,gener,2017,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Defraudacions de fluid elèctric i anàlogues,1,1,
113,1,gener,2017,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,131,11,1
114,1,gener,2017,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,335,46,11
115,1,gener,2017,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,12,10,
116,1,gener,2017,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Receptació i altres conductes afins,3,4,
117,1,gener,2017,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,222,10,9
118,1,gener,2017,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,75,7,2
119,1,gener,2017,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,56,14,7
120,1,gener,2017,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,19,7,
121,1,gener,2017,RP  Metropolitana Nord,ABP Granollers,Delictes contra l’honor,Calúmnia,1,1,
122,1,gener,2017,RP  Metropolitana Nord,ABP Granollers,Delictes contra l’honor,Injúria,2,2,
123,1,gener,2017,RP  Metropolitana Nord,ABP Granollers,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Descobriment i revelació de secrets,2,1,
124,1,gener,2017,RP  Metropolitana Nord,ABP Granollers,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Entrada a domicili aliè,3,2,
125,1,gener,2017,RP  Metropolitana Nord,ABP Granollers,Delictes contra la llibertat,Amenaces,30,28,1
126,1,gener,2017,RP  Metropolitana Nord,ABP Granollers,Delictes contra la llibertat,Coaccions,7,6,
127,1,gener,2017,RP  Metropolitana Nord,ABP Granollers,Delictes contra la llibertat,Detenció il·legal,2,1,1
128,1,gener,2017,RP  Metropolitana Nord,ABP Granollers,Delictes contra la llibertat,Segrest,1,1,1
129,1,gener,2017,RP  Metropolitana Nord,ABP Granollers,Delictes contra la llibertat i la indemnitat sexuals,Abusos sexuals,6,6,3
130,1,gener,2017,RP  Metropolitana Nord,ABP Granollers,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals,1,,
131,1,gener,2017,RP  Metropolitana Nord,ABP Granollers,Delictes contra la llibertat i la indemnitat sexuals,Relatius a la prostitució,1,1,
132,1,gener,2017,RP  Metropolitana Nord,ABP Granollers,Delictes contra l'Administració de justícia,"Acusació, denúncia falsa i simulació de delictes",1,1,
133,1,gener,2017,RP  Metropolitana Nord,ABP Granollers,Delictes contra l'Administració de justícia,Trencament de condemna,5,6,2
134,1,gener,2017,RP  Metropolitana Nord,ABP Granollers,Delictes contra les relacions familiars,Contra els drets i deures familiars,4,3,
135,1,gener,2017,RP  Metropolitana Nord,ABP Granollers,Delictes contra l'ordre públic,Altres delictes contra l'ordre públic,8,9,6
136,1,gener,2017,RP  Metropolitana Nord,ABP Granollers,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,3,3,3
137,1,gener,2017,RP  Metropolitana Nord,ABP Granollers,Dels delictes contra la seguretat col·lectiva,Incendi,1,1,1
138,1,gener,2017,RP  Metropolitana Nord,ABP Granollers,"Dels delictes relatius a l’ordenació del territori i l’urbanisme, la protecció del patrimoni històric i el medi ambient","Protecció de la flora, fauna i animals domèstics",2,1,
139,1,gener,2017,RP  Metropolitana Nord,ABP Mataró,De l’homicidi i les seves formes,Homicidi consumat,1,1,
140,1,gener,2017,RP  Metropolitana Nord,ABP Mataró,De les falsedats,De la usurpació de l'estat civil,1,,
141,1,gener,2017,RP  Metropolitana Nord,ABP Mataró,De les falsedats,Falsedats documentals,4,2,
142,1,gener,2017,RP  Metropolitana Nord,ABP Mataró,De les falsedats,Falsificació de moneda i efectes timbrats,4,2,
143,1,gener,2017,RP  Metropolitana Nord,ABP Mataró,De les lesions,Lesions,35,33,5
144,1,gener,2017,RP  Metropolitana Nord,ABP Mataró,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,2,2,
145,1,gener,2017,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,8,5,
146,1,gener,2017,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,96,8,5
147,1,gener,2017,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Defraudacions de fluid elèctric i anàlogues,2,1,
148,1,gener,2017,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,67,8,
149,1,gener,2017,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,264,33,1
150,1,gener,2017,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,5,2,
151,1,gener,2017,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Receptació i altres conductes afins,5,5,2
152,1,gener,2017,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,76,17,6
153,1,gener,2017,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,29,2,3
154,1,gener,2017,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,56,8,9
155,1,gener,2017,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,19,5,
156,1,gener,2017,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Usurpació,1,2,
157,1,gener,2017,RP  Metropolitana Nord,ABP Mataró,Delictes contra la llibertat,Amenaces,16,14,3
158,1,gener,2017,RP  Metropolitana Nord,ABP Mataró,Delictes contra la llibertat,Coaccions,3,4,
159,1,gener,2017,RP  Metropolitana Nord,ABP Mataró,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals,1,1,1
160,1,gener,2017,RP  Metropolitana Nord,ABP Mataró,Delictes contra la llibertat i la indemnitat sexuals,Exhibicionisme i provocació sexual,1,1,
161,1,gener,2017,RP  Metropolitana Nord,ABP Mataró,Delictes contra l'Administració de justícia,Obstrucció a la justícia i deslleialtat professional,2,2,
162,1,gener,2017,RP  Metropolitana Nord,ABP Mataró,Delictes contra l'Administració de justícia,Trencament de condemna,4,4,2
163,1,gener,2017,RP  Metropolitana Nord,ABP Mataró,Delictes contra les relacions familiars,Contra els drets i deures familiars,1,1,
164,1,gener,2017,RP  Metropolitana Nord,ABP Mataró,Delictes contra l'ordre públic,Altres delictes contra l'ordre públic,6,7,8
165,1,gener,2017,RP  Metropolitana Nord,ABP Mataró,Dels delictes contra els drets dels treballadors,Contra els drets dels treballadors,1,1,
166,1,gener,2017,RP  Metropolitana Nord,ABP Mataró,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,3,1,3
167,1,gener,2017,RP  Metropolitana Nord,ABP Mollet del Vallès,De les falsedats,De la usurpació de l'estat civil,3,,
168,1,gener,2017,RP  Metropolitana Nord,ABP Mollet del Vallès,De les falsedats,Usurpació de funcions públiques i intrusisme,1,,
169,1,gener,2017,RP  Metropolitana Nord,ABP Mollet del Vallès,De les lesions,Lesions,32,29,4
170,1,gener,2017,RP  Metropolitana Nord,ABP Mollet del Vallès,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,2,2,
171,1,gener,2017,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,5,3,
172,1,gener,2017,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,66,3,
173,1,gener,2017,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,47,6,
174,1,gener,2017,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,106,24,
175,1,gener,2017,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,12,10,
176,1,gener,2017,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,42,4,5
177,1,gener,2017,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,19,1,
178,1,gener,2017,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,22,11,1
179,1,gener,2017,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,15,7,
180,1,gener,2017,RP  Metropolitana Nord,ABP Mollet del Vallès,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Entrada a domicili aliè,3,2,
181,1,gener,2017,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra la llibertat,Amenaces,11,13,2
182,1,gener,2017,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra la llibertat,Coaccions,3,3,
183,1,gener,2017,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra la llibertat,Detenció il·legal,,1,
184,1,gener,2017,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals,2,2,1
185,1,gener,2017,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra l'Administració de justícia,"Acusació, denúncia falsa i simulació de delictes",3,6,
186,1,gener,2017,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra l'Administració de justícia,Trencament de condemna,2,2,
187,1,gener,2017,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra l'ordre públic,Altres delictes contra l'ordre públic,3,3,4
188,1,gener,2017,RP  Metropolitana Nord,ABP Mollet del Vallès,Dels delictes contra els drets dels treballadors,Contra els drets dels treballadors,1,1,
189,1,gener,2017,RP  Metropolitana Nord,ABP Mollet del Vallès,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,1,1,
190,1,gener,2017,RP  Metropolitana Nord,ABP Premià de Mar,De les falsedats,Falsedats documentals,2,,
191,1,gener,2017,RP  Metropolitana Nord,ABP Premià de Mar,De les lesions,Lesions,20,19,1
192,1,gener,2017,RP  Metropolitana Nord,ABP Premià de Mar,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,3,2,1
193,1,gener,2017,RP  Metropolitana Nord,ABP Premià de Mar,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,5,5,
194,1,gener,2017,RP  Metropolitana Nord,ABP Premià de Mar,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,59,7,
195,1,gener,2017,RP  Metropolitana Nord,ABP Premià de Mar,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,66,10,2
196,1,gener,2017,RP  Metropolitana Nord,ABP Premià de Mar,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,118,14,1
197,1,gener,2017,RP  Metropolitana Nord,ABP Premià de Mar,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,4,3,
