,Mes,Nom mes,Any,Regió Policial (RP),Àrea Bàsica Policial (ABP),Títol Codi Penal,Tipus de fet,Coneguts,Resolts,Detencions
106,1,gener,2014,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,7,12,
107,1,gener,2014,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,30,4,
108,1,gener,2014,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,30,11,1
109,1,gener,2014,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,128,22,14
110,1,gener,2014,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,6,4,1
111,1,gener,2014,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,260,30,25
112,1,gener,2014,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,143,9,4
113,1,gener,2014,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,48,10,6
114,1,gener,2014,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,17,6,
115,1,gener,2014,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Usurpació,2,2,1
116,1,gener,2014,RP  Metropolitana Nord,ABP Granollers,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Descobriment i revelació de secrets,5,5,
117,1,gener,2014,RP  Metropolitana Nord,ABP Granollers,Delictes contra la llibertat,Amenaces,14,11,6
118,1,gener,2014,RP  Metropolitana Nord,ABP Granollers,Delictes contra la llibertat,Coaccions,2,2,
119,1,gener,2014,RP  Metropolitana Nord,ABP Granollers,Delictes contra la llibertat,Detenció il·legal,1,1,1
120,1,gener,2014,RP  Metropolitana Nord,ABP Granollers,Delictes contra la llibertat i la indemnitat sexuals,Abusos sexuals,1,,
121,1,gener,2014,RP  Metropolitana Nord,ABP Granollers,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals,3,2,2
122,1,gener,2014,RP  Metropolitana Nord,ABP Granollers,Delictes contra la llibertat i la indemnitat sexuals,Assetjament sexual,1,,
123,1,gener,2014,RP  Metropolitana Nord,ABP Granollers,Delictes contra la llibertat i la indemnitat sexuals,Exhibicionisme i provocació sexual,1,1,1
124,1,gener,2014,RP  Metropolitana Nord,ABP Granollers,Delictes contra la llibertat i la indemnitat sexuals,Relatius a la prostitució,1,,
125,1,gener,2014,RP  Metropolitana Nord,ABP Granollers,Delictes contra l'Administració de justícia,"Acusació, denúncia falsa i simulació de delictes",3,1,
126,1,gener,2014,RP  Metropolitana Nord,ABP Granollers,Delictes contra l'Administració de justícia,Trencament de condemna,3,3,
127,1,gener,2014,RP  Metropolitana Nord,ABP Granollers,Delictes contra les relacions familiars,Contra els drets i deures familiars,2,2,
128,1,gener,2014,RP  Metropolitana Nord,ABP Granollers,Delictes contra l'ordre públic,Organitzacions i grups criminals,,,1
129,1,gener,2014,RP  Metropolitana Nord,ABP Granollers,Delictes contra l'ordre públic,Altres delictes contra l'ordre públic,6,6,4
130,1,gener,2014,RP  Metropolitana Nord,ABP Granollers,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,2,2,1
131,1,gener,2014,RP  Metropolitana Nord,ABP Granollers,Dels delictes contra la seguretat col·lectiva,Incendi,,1,
132,1,gener,2014,RP  Metropolitana Nord,ABP Granollers,Faltes contra el patrimoni,Faltes contra el patrimoni,450,49,1
133,1,gener,2014,RP  Metropolitana Nord,ABP Granollers,Faltes contra els interessos generals,Faltes contra els interessos generals,4,1,
134,1,gener,2014,RP  Metropolitana Nord,ABP Granollers,Faltes contra les persones,Faltes contra les persones,113,108,
135,1,gener,2014,RP  Metropolitana Nord,ABP Granollers,Faltes contra l'ordre públic,Faltes contra l'ordre públic,7,7,
136,1,gener,2014,RP  Metropolitana Nord,ABP Mataró,De les falsedats,De la usurpació de l'estat civil,1,,
137,1,gener,2014,RP  Metropolitana Nord,ABP Mataró,De les falsedats,Falsedats documentals,1,2,
138,1,gener,2014,RP  Metropolitana Nord,ABP Mataró,De les lesions,Lesions,11,10,5
139,1,gener,2014,RP  Metropolitana Nord,ABP Mataró,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,9,8,6
140,1,gener,2014,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,5,5,
141,1,gener,2014,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,31,6,
142,1,gener,2014,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,16,6,1
143,1,gener,2014,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Extorsió,1,1,
144,1,gener,2014,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,69,8,3
145,1,gener,2014,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,1,,
146,1,gener,2014,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Receptació i altres conductes afins,3,3,1
147,1,gener,2014,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,72,14,11
148,1,gener,2014,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,95,13,6
149,1,gener,2014,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,61,11,4
150,1,gener,2014,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,32,15,
151,1,gener,2014,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Usurpació,,1,
152,1,gener,2014,RP  Metropolitana Nord,ABP Mataró,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Descobriment i revelació de secrets,2,1,
153,1,gener,2014,RP  Metropolitana Nord,ABP Mataró,Delictes contra la llibertat,Amenaces,3,3,
154,1,gener,2014,RP  Metropolitana Nord,ABP Mataró,Delictes contra la llibertat,Coaccions,3,1,
155,1,gener,2014,RP  Metropolitana Nord,ABP Mataró,Delictes contra la llibertat i la indemnitat sexuals,Abusos sexuals,3,2,1
156,1,gener,2014,RP  Metropolitana Nord,ABP Mataró,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals,2,2,2
157,1,gener,2014,RP  Metropolitana Nord,ABP Mataró,Delictes contra la llibertat i la indemnitat sexuals,Assetjament sexual,1,1,
158,1,gener,2014,RP  Metropolitana Nord,ABP Mataró,Delictes contra la llibertat i la indemnitat sexuals,Exhibicionisme i provocació sexual,1,,
159,1,gener,2014,RP  Metropolitana Nord,ABP Mataró,Delictes contra l'Administració de justícia,"Acusació, denúncia falsa i simulació de delictes",1,2,
160,1,gener,2014,RP  Metropolitana Nord,ABP Mataró,Delictes contra l'Administració de justícia,Obstrucció a la justícia i deslleialtat professional,3,3,4
161,1,gener,2014,RP  Metropolitana Nord,ABP Mataró,Delictes contra l'Administració de justícia,Trencament de condemna,5,5,4
162,1,gener,2014,RP  Metropolitana Nord,ABP Mataró,Delictes contra les relacions familiars,Contra els drets i deures familiars,6,6,
163,1,gener,2014,RP  Metropolitana Nord,ABP Mataró,Delictes contra l'ordre públic,Altres delictes contra l'ordre públic,5,5,5
164,1,gener,2014,RP  Metropolitana Nord,ABP Mataró,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,1,1,2
165,1,gener,2014,RP  Metropolitana Nord,ABP Mataró,"Dels delictes relatius a l’ordenació del territori i l’urbanisme, la protecció del patrimoni històric i el medi ambient","Protecció de la flora, fauna i animals domèstics",2,2,
166,1,gener,2014,RP  Metropolitana Nord,ABP Mataró,Faltes contra el patrimoni,Faltes contra el patrimoni,344,35,
167,1,gener,2014,RP  Metropolitana Nord,ABP Mataró,Faltes contra els interessos generals,Faltes contra els interessos generals,,1,
168,1,gener,2014,RP  Metropolitana Nord,ABP Mataró,Faltes contra les persones,Faltes contra les persones,35,37,
169,1,gener,2014,RP  Metropolitana Nord,ABP Mataró,Faltes contra l'ordre públic,Faltes contra l'ordre públic,1,1,
170,1,gener,2014,RP  Metropolitana Nord,ABP Mollet del Vallès,De les falsedats,De la usurpació de l'estat civil,3,,
171,1,gener,2014,RP  Metropolitana Nord,ABP Mollet del Vallès,De les falsedats,Falsedats documentals,4,3,
172,1,gener,2014,RP  Metropolitana Nord,ABP Mollet del Vallès,De les falsedats,Usurpació de funcions públiques i intrusisme,1,,
173,1,gener,2014,RP  Metropolitana Nord,ABP Mollet del Vallès,De les lesions,Lesions,11,10,5
174,1,gener,2014,RP  Metropolitana Nord,ABP Mollet del Vallès,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,2,2,1
175,1,gener,2014,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,6,6,
176,1,gener,2014,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,6,3,
177,1,gener,2014,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,6,2,1
178,1,gener,2014,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,31,8,4
179,1,gener,2014,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,2,1,
180,1,gener,2014,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Receptació i altres conductes afins,6,3,1
181,1,gener,2014,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,50,12,4
182,1,gener,2014,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,50,2,1
183,1,gener,2014,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,20,5,10
184,1,gener,2014,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,4,1,1
185,1,gener,2014,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Usurpació,1,,
186,1,gener,2014,RP  Metropolitana Nord,ABP Mollet del Vallès,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Descobriment i revelació de secrets,1,,
187,1,gener,2014,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra la llibertat,Amenaces,8,5,
188,1,gener,2014,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra la llibertat,Coaccions,1,1,2
189,1,gener,2014,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra la llibertat i la indemnitat sexuals,Abusos sexuals,1,1,1
190,1,gener,2014,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra la llibertat i la indemnitat sexuals,Exhibicionisme i provocació sexual,1,1,1
191,1,gener,2014,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra l'Administració de justícia,Trencament de condemna,6,7,2
192,1,gener,2014,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra les relacions familiars,Contra els drets i deures familiars,5,4,
193,1,gener,2014,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra l'ordre públic,Altres delictes contra l'ordre públic,3,3,5
194,1,gener,2014,RP  Metropolitana Nord,ABP Mollet del Vallès,Dels delictes contra els drets dels treballadors,Contra els drets dels treballadors,,,1
195,1,gener,2014,RP  Metropolitana Nord,ABP Mollet del Vallès,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,1,1,1
196,1,gener,2014,RP  Metropolitana Nord,ABP Mollet del Vallès,Faltes contra el patrimoni,Faltes contra el patrimoni,174,23,
197,1,gener,2014,RP  Metropolitana Nord,ABP Mollet del Vallès,Faltes contra les persones,Faltes contra les persones,26,22,
198,1,gener,2014,RP  Metropolitana Nord,ABP Mollet del Vallès,Faltes contra l'ordre públic,Faltes contra l'ordre públic,2,2,
199,1,gener,2014,RP  Metropolitana Nord,ABP Premià de Mar,De les lesions,Lesions,11,11,3
