,Mes,Nom mes,Any,Regió Policial (RP),Àrea Bàsica Policial (ABP),Títol Codi Penal,Tipus de fet,Coneguts,Resolts,Detencions
15,1,gener,2018,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Usurpació,2,1,
16,1,gener,2018,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra l’honor,Injúria,1,1,
17,1,gener,2018,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,1,1,
18,1,gener,2018,RP  Metropolitana Nord,ABP Arenys de Mar,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Descobriment i revelació de secrets,3,1,
19,1,gener,2018,RP  Metropolitana Nord,ABP Arenys de Mar,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Entrada a domicili aliè,2,1,
20,1,gener,2018,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra la llibertat,Amenaces,41,36,3
21,1,gener,2018,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra la llibertat,Coaccions,7,4,
22,1,gener,2018,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra la llibertat i la indemnitat sexuals,Abusos sexuals,3,1,
23,1,gener,2018,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals,1,1,
24,1,gener,2018,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra l'Administració de justícia,"Acusació, denúncia falsa i simulació de delictes",6,1,
25,1,gener,2018,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra l'Administració de justícia,Obstrucció a la justícia i deslleialtat professional,1,1,
26,1,gener,2018,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra l'Administració de justícia,Trencament de condemna,4,4,1
27,1,gener,2018,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra les relacions familiars,Contra els drets i deures familiars,4,4,
28,1,gener,2018,RP  Metropolitana Nord,ABP Arenys de Mar,Delictes contra l'ordre públic,Altres delictes contra l'ordre públic,5,5,3
29,1,gener,2018,RP  Metropolitana Nord,ABP Arenys de Mar,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,3,4,3
30,1,gener,2018,RP  Metropolitana Nord,ABP Arenys de Mar,Dels delictes contra la seguretat col·lectiva,Incendi,1,1,1
31,1,gener,2018,RP  Metropolitana Nord,ABP Badalona,De l’homicidi i les seves formes,Homicidi per imprudència,,1,
32,1,gener,2018,RP  Metropolitana Nord,ABP Badalona,De l’homicidi i les seves formes,Homicidi temptativa,1,1,1
33,1,gener,2018,RP  Metropolitana Nord,ABP Badalona,De les falsedats,De la usurpació de l'estat civil,2,1,
34,1,gener,2018,RP  Metropolitana Nord,ABP Badalona,De les falsedats,Falsedats documentals,9,7,2
35,1,gener,2018,RP  Metropolitana Nord,ABP Badalona,De les falsedats,Falsificació de moneda i efectes timbrats,4,4,
36,1,gener,2018,RP  Metropolitana Nord,ABP Badalona,De les falsedats,Usurpació de funcions públiques i intrusisme,1,,
37,1,gener,2018,RP  Metropolitana Nord,ABP Badalona,De les lesions,Lesions,69,58,25
38,1,gener,2018,RP  Metropolitana Nord,ABP Badalona,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,8,8,1
39,1,gener,2018,RP  Metropolitana Nord,ABP Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,18,11,2
40,1,gener,2018,RP  Metropolitana Nord,ABP Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,154,14,1
41,1,gener,2018,RP  Metropolitana Nord,ABP Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Defraudacions de fluid elèctric i anàlogues,3,6,
42,1,gener,2018,RP  Metropolitana Nord,ABP Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,185,13,1
43,1,gener,2018,RP  Metropolitana Nord,ABP Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,401,82,6
44,1,gener,2018,RP  Metropolitana Nord,ABP Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,35,34,1
45,1,gener,2018,RP  Metropolitana Nord,ABP Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Receptació i altres conductes afins,3,3,
46,1,gener,2018,RP  Metropolitana Nord,ABP Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,76,15,16
47,1,gener,2018,RP  Metropolitana Nord,ABP Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,148,3,10
48,1,gener,2018,RP  Metropolitana Nord,ABP Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,132,20,16
49,1,gener,2018,RP  Metropolitana Nord,ABP Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,29,21,1
50,1,gener,2018,RP  Metropolitana Nord,ABP Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Usurpació,1,,
51,1,gener,2018,RP  Metropolitana Nord,ABP Badalona,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Descobriment i revelació de secrets,6,2,
52,1,gener,2018,RP  Metropolitana Nord,ABP Badalona,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Entrada a domicili aliè,4,3,2
53,1,gener,2018,RP  Metropolitana Nord,ABP Badalona,Delictes contra la llibertat,Amenaces,31,30,7
54,1,gener,2018,RP  Metropolitana Nord,ABP Badalona,Delictes contra la llibertat,Coaccions,5,4,1
55,1,gener,2018,RP  Metropolitana Nord,ABP Badalona,Delictes contra la llibertat i la indemnitat sexuals,Abusos sexuals,2,1,2
56,1,gener,2018,RP  Metropolitana Nord,ABP Badalona,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals,2,2,1
57,1,gener,2018,RP  Metropolitana Nord,ABP Badalona,Delictes contra la llibertat i la indemnitat sexuals,Exhibicionisme i provocació sexual,1,1,1
58,1,gener,2018,RP  Metropolitana Nord,ABP Badalona,Delictes contra l'Administració de justícia,"Acusació, denúncia falsa i simulació de delictes",1,,
59,1,gener,2018,RP  Metropolitana Nord,ABP Badalona,Delictes contra l'Administració de justícia,Obstrucció a la justícia i deslleialtat professional,2,2,
60,1,gener,2018,RP  Metropolitana Nord,ABP Badalona,Delictes contra l'Administració de justícia,Trencament de condemna,4,2,2
61,1,gener,2018,RP  Metropolitana Nord,ABP Badalona,Delictes contra l'Administració pública,Fraus i exaccions il·legals,,1,
62,1,gener,2018,RP  Metropolitana Nord,ABP Badalona,Delictes contra les relacions familiars,Contra els drets i deures familiars,6,5,
63,1,gener,2018,RP  Metropolitana Nord,ABP Badalona,Delictes contra l'ordre públic,Desordres públics,2,2,
64,1,gener,2018,RP  Metropolitana Nord,ABP Badalona,Delictes contra l'ordre públic,Organitzacions i grups criminals,,,1
65,1,gener,2018,RP  Metropolitana Nord,ABP Badalona,Delictes contra l'ordre públic,Altres delictes contra l'ordre públic,9,8,7
66,1,gener,2018,RP  Metropolitana Nord,ABP Badalona,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,8,8,6
67,1,gener,2018,RP  Metropolitana Nord,ABP Badalona,Dels delictes contra la seguretat col·lectiva,Incendi,1,2,1
68,1,gener,2018,RP  Metropolitana Nord,ABP Cerdanyola,De les falsedats,De la usurpació de l'estat civil,2,2,
69,1,gener,2018,RP  Metropolitana Nord,ABP Cerdanyola,De les falsedats,Falsedats documentals,3,1,
70,1,gener,2018,RP  Metropolitana Nord,ABP Cerdanyola,De les lesions,Lesions,39,34,5
71,1,gener,2018,RP  Metropolitana Nord,ABP Cerdanyola,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,5,4,1
72,1,gener,2018,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,10,2,
73,1,gener,2018,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,130,7,
74,1,gener,2018,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Defraudacions de fluid elèctric i anàlogues,2,1,
75,1,gener,2018,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,98,12,3
76,1,gener,2018,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,170,15,
77,1,gener,2018,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,13,12,
78,1,gener,2018,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Receptació i altres conductes afins,3,3,1
79,1,gener,2018,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,81,24,9
80,1,gener,2018,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,45,3,3
81,1,gener,2018,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,22,7,6
82,1,gener,2018,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,28,12,
83,1,gener,2018,RP  Metropolitana Nord,ABP Cerdanyola,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Descobriment i revelació de secrets,1,,
84,1,gener,2018,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra la llibertat,Amenaces,15,13,2
85,1,gener,2018,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra la llibertat,Coaccions,3,3,
86,1,gener,2018,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra la llibertat,Detenció il·legal,1,1,1
87,1,gener,2018,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra la llibertat i la indemnitat sexuals,Abusos sexuals,1,1,
88,1,gener,2018,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals,1,1,
89,1,gener,2018,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra la llibertat i la indemnitat sexuals,Exhibicionisme i provocació sexual,1,2,
90,1,gener,2018,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra l'Administració de justícia,"Acusació, denúncia falsa i simulació de delictes",1,1,
91,1,gener,2018,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra l'Administració de justícia,Obstrucció a la justícia i deslleialtat professional,1,1,
92,1,gener,2018,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra l'Administració de justícia,Trencament de condemna,7,7,3
93,1,gener,2018,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra l'Administració pública,Prevaricació de funcionaris públics,,1,
94,1,gener,2018,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra les relacions familiars,Contra els drets i deures familiars,1,1,
95,1,gener,2018,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra l'ordre públic,Organitzacions i grups criminals,,,2
96,1,gener,2018,RP  Metropolitana Nord,ABP Cerdanyola,Delictes contra l'ordre públic,Altres delictes contra l'ordre públic,7,6,5
97,1,gener,2018,RP  Metropolitana Nord,ABP Cerdanyola,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,2,2,1
98,1,gener,2018,RP  Metropolitana Nord,ABP Cerdanyola,Dels delictes contra la seguretat col·lectiva,Incendi,,1,1
99,1,gener,2018,RP  Metropolitana Nord,ABP Cerdanyola,Faltes contra el patrimoni,Faltes contra el patrimoni,,1,
100,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,De l’homicidi i les seves formes,Homicidi temptativa,1,1,
101,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,De les falsedats,De la usurpació de l'estat civil,9,3,
102,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,De les falsedats,Falsedats documentals,3,2,
103,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,De les falsedats,Falsificació de moneda i efectes timbrats,2,1,
104,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,De les falsedats,Usurpació de funcions públiques i intrusisme,1,1,
105,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,De les lesions,Lesions,59,56,10
106,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,6,6,1
107,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,8,6,
108,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,171,14,
109,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Defraudacions,1,1,
110,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,222,20,
111,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Extorsió,1,,
112,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,370,40,13
113,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,8,7,
114,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Receptació i altres conductes afins,3,3,
115,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,272,24,9
116,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,78,3,1
117,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,40,11,5
118,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,16,7,2
119,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Usurpació,2,,
120,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Descobriment i revelació de secrets,1,,
121,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Entrada a domicili aliè,4,4,1
122,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,Delictes contra la llibertat,Amenaces,39,34,8
123,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,Delictes contra la llibertat,Coaccions,15,10,1
124,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,Delictes contra la llibertat,Detenció il·legal,2,2,1
125,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,Delictes contra la llibertat i la indemnitat sexuals,Abusos sexuals,6,7,2
126,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals,2,1,
127,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,Delictes contra la llibertat i la indemnitat sexuals,Exhibicionisme i provocació sexual,1,2,1
128,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,Delictes contra la llibertat i la indemnitat sexuals,Relatius a la prostitució,1,,
129,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,Delictes contra l'Administració de justícia,"Acusació, denúncia falsa i simulació de delictes",2,1,
130,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,Delictes contra l'Administració de justícia,Trencament de condemna,6,4,2
131,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,Delictes contra les relacions familiars,Contra els drets i deures familiars,4,4,
132,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,Delictes contra l'ordre públic,Desordres públics,,,1
133,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,Delictes contra l'ordre públic,Organitzacions i grups criminals,2,,
134,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,Delictes contra l'ordre públic,Altres delictes contra l'ordre públic,8,8,5
135,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,11,8,9
136,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,Dels delictes contra la seguretat col·lectiva,Incendi,1,1,
137,1,gener,2018,RP  Metropolitana Nord,ABP Granollers,"Dels delictes relatius a l’ordenació del territori i l’urbanisme, la protecció del patrimoni històric i el medi ambient",Contra els recursos naturals i el medi ambient,1,,
138,1,gener,2018,RP  Metropolitana Nord,ABP Mataró,De les falsedats,De la usurpació de l'estat civil,,1,
139,1,gener,2018,RP  Metropolitana Nord,ABP Mataró,De les falsedats,Falsedats documentals,5,3,
140,1,gener,2018,RP  Metropolitana Nord,ABP Mataró,De les falsedats,Usurpació de funcions públiques i intrusisme,1,,
141,1,gener,2018,RP  Metropolitana Nord,ABP Mataró,De les lesions,Lesions,46,34,8
142,1,gener,2018,RP  Metropolitana Nord,ABP Mataró,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,2,1,
143,1,gener,2018,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,4,1,
144,1,gener,2018,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,79,10,1
145,1,gener,2018,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Defraudacions de fluid elèctric i anàlogues,1,3,
146,1,gener,2018,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,106,12,
147,1,gener,2018,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,287,35,1
148,1,gener,2018,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,9,9,1
149,1,gener,2018,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Receptació i altres conductes afins,1,,
150,1,gener,2018,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,107,13,6
151,1,gener,2018,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,106,4,2
152,1,gener,2018,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,53,9,5
153,1,gener,2018,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,20,8,1
154,1,gener,2018,RP  Metropolitana Nord,ABP Mataró,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Usurpació,1,1,
155,1,gener,2018,RP  Metropolitana Nord,ABP Mataró,Delictes contra l’honor,Calúmnia,1,,
156,1,gener,2018,RP  Metropolitana Nord,ABP Mataró,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,,1,
157,1,gener,2018,RP  Metropolitana Nord,ABP Mataró,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Descobriment i revelació de secrets,5,1,
158,1,gener,2018,RP  Metropolitana Nord,ABP Mataró,Delictes contra la llibertat,Amenaces,14,15,1
159,1,gener,2018,RP  Metropolitana Nord,ABP Mataró,Delictes contra la llibertat,Coaccions,7,5,
160,1,gener,2018,RP  Metropolitana Nord,ABP Mataró,Delictes contra la llibertat i la indemnitat sexuals,Abusos sexuals,1,1,1
161,1,gener,2018,RP  Metropolitana Nord,ABP Mataró,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals,1,2,2
162,1,gener,2018,RP  Metropolitana Nord,ABP Mataró,Delictes contra la llibertat i la indemnitat sexuals,Exhibicionisme i provocació sexual,2,,
163,1,gener,2018,RP  Metropolitana Nord,ABP Mataró,Delictes contra l'Administració de justícia,"Acusació, denúncia falsa i simulació de delictes",1,1,
164,1,gener,2018,RP  Metropolitana Nord,ABP Mataró,Delictes contra l'Administració de justícia,Trencament de condemna,,,1
165,1,gener,2018,RP  Metropolitana Nord,ABP Mataró,Delictes contra l'ordre públic,Altres delictes contra l'ordre públic,2,2,1
166,1,gener,2018,RP  Metropolitana Nord,ABP Mataró,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,3,3,3
167,1,gener,2018,RP  Metropolitana Nord,ABP Mollet del Vallès,De les falsedats,Falsedats documentals,1,,
168,1,gener,2018,RP  Metropolitana Nord,ABP Mollet del Vallès,De les lesions,Lesions,26,27,5
169,1,gener,2018,RP  Metropolitana Nord,ABP Mollet del Vallès,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,3,3,2
170,1,gener,2018,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,5,2,
171,1,gener,2018,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,49,3,1
172,1,gener,2018,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Defraudacions,1,,
173,1,gener,2018,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Defraudacions de fluid elèctric i anàlogues,1,2,
174,1,gener,2018,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,62,10,2
175,1,gener,2018,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,109,27,2
176,1,gener,2018,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,9,8,
177,1,gener,2018,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Receptació i altres conductes afins,1,1,
178,1,gener,2018,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,56,13,
179,1,gener,2018,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,27,1,2
180,1,gener,2018,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,9,5,2
181,1,gener,2018,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,11,4,1
182,1,gener,2018,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Usurpació,1,2,
183,1,gener,2018,RP  Metropolitana Nord,ABP Mollet del Vallès,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Descobriment i revelació de secrets,1,1,
184,1,gener,2018,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra la llibertat,Amenaces,13,12,5
185,1,gener,2018,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra la llibertat,Coaccions,2,2,1
186,1,gener,2018,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra la llibertat i la indemnitat sexuals,Abusos sexuals,3,1,1
187,1,gener,2018,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals,,1,
188,1,gener,2018,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra la llibertat i la indemnitat sexuals,Exhibicionisme i provocació sexual,2,,
189,1,gener,2018,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra l'Administració de justícia,"Acusació, denúncia falsa i simulació de delictes",1,1,
190,1,gener,2018,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra l'Administració de justícia,Obstrucció a la justícia i deslleialtat professional,,1,
191,1,gener,2018,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra l'Administració de justícia,Trencament de condemna,5,5,1
192,1,gener,2018,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra l'ordre públic,Desordres públics,1,1,
193,1,gener,2018,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra l'ordre públic,Organitzacions i grups criminals,1,,
194,1,gener,2018,RP  Metropolitana Nord,ABP Mollet del Vallès,Delictes contra l'ordre públic,Altres delictes contra l'ordre públic,2,2,2
195,1,gener,2018,RP  Metropolitana Nord,ABP Mollet del Vallès,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,2,4,2
