,screen_name,username,user_id,tweet_id,tweet_url,timestamp,timestamp_epochs,text,text_html,links,hashtags,has_media,img_urls,video_url,likes,retweets,replies,is_replied,is_reply_to,parent_tweet_id,reply_to_users
0,dani_femu,Dani🎗️,111889660,1172648188718665728,/dani_femu/status/1172648188718665728,2019-09-13 23:08:09,1568416089,"Pon el asalto a la granja de Gurb como muestra de inseguridad en Barcelona, total, ambas ciudades están en la misma provincia.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Pon el asalto a la granja de Gurb como muestra de <strong>inseguridad</strong> en <strong>Barcelona</strong>, total, ambas ciudades están en la misma provincia.</p>",[],[],False,[],,0,0,0,False,True,1172623543210848261,"[{'screen_name': 'dani_femu', 'user_id': '111889660'}, {'screen_name': 'FinoFilipino', 'user_id': '220299921'}]"
1,SeifertDaniel,Daniel Seifert,94379068,1172644849960574977,/SeifertDaniel/status/1172644849960574977,2019-09-13 22:54:53,1568415293,¿Tendrá fotógrafos en su staff la revista Barcelona? Prefiero pensar que el mayor atentado a la libertad de expresión en democracia que significó el atroz crimen de Cabezas es un símbolo que incluso nos ampara para tener tremendo mal gusto. pic.twitter.com/hP07X2NJIK,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">¿Tendrá fotógrafos en su staff la revista <strong>Barcelona</strong>? Prefiero pensar que el mayor atentado a la libertad de expresión en democracia que significó el atroz <strong>crimen</strong> de Cabezas es un símbolo que incluso nos ampara para tener tremendo mal gusto. <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/hP07X2NJIK"">pic.twitter.com/hP07X2NJIK</a></p>",[],[],True,['https://pbs.twimg.com/media/EEYSRV6XYAA2HO8.jpg'],,163,56,11,True,False,,[]
2,ImmujerB,ImMujerBNA,1151931765428277250,1172635597409849344,/ImmujerB/status/1172635597409849344,2019-09-13 22:18:07,1568413087,#DeInterés  Desde los espacios de #InaMujer #Barcelona nos sumamos al conversatorio sobre: Órgano Superior Popular contra la Violencia de Género. @marcia_brown @luisjmarcano @AsiaVillegas @MinMujerpic.twitter.com/LedXtxASRl,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/DeInter%C3%A9s?src=hash""><s>#</s><b>DeInterés</b></a>  Desde los espacios de <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/InaMujer?src=hash""><s>#</s><b>InaMujer</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Barcelona?src=hash""><s>#</s><b><strong>Barcelona</strong></b></a> nos sumamos al conversatorio sobre: Órgano Superior Popular contra la <strong>Violencia</strong> de Género. <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1182123862319910912"" dir=""ltr"" href=""/marcia_brown""><s>@</s><b>marcia_brown</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""124273405"" dir=""ltr"" href=""/luisjmarcano""><s>@</s><b>luisjmarcano</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""397661558"" dir=""ltr"" href=""/AsiaVillegas""><s>@</s><b>AsiaVillegas</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""169498586"" dir=""ltr"" href=""/MinMujer""><s>@</s><b>MinMujer</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/LedXtxASRl"">pic.twitter.com/LedXtxASRl</a></p>",[],"['DeInterés', 'InaMujer', 'Barcelona']",True,"['https://pbs.twimg.com/media/EEYJxM0X4AAlzq7.jpg', 'https://pbs.twimg.com/media/EEYJxM2W4AAzj79.jpg']",,2,2,0,False,False,,[]
3,cronicaglobal,Crónica Global,81081065,1172633307164659713,/cronicaglobal/status/1172633307164659713,2019-09-13 22:09:01,1568412541,Un 'Tsunami Vecinal' tomará las calles de Barcelona este sábado para reclamar una solución contra el repunte de la delincuencia https://cronicaglobal.elespanol.com/vida/tsunami-vecinal-problema-barcelona-manteros-evitar-muertes_275097_102.html?utm_source=Twitter&utm_medium=Social&utm_content=Post …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Un 'Tsunami Vecinal' tomará las calles de <strong>Barcelona</strong> este sábado para reclamar una solución contra el repunte de la <strong>delincuencia</strong> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://cronicaglobal.elespanol.com/vida/tsunami-vecinal-problema-barcelona-manteros-evitar-muertes_275097_102.html?utm_source=Twitter&amp;utm_medium=Social&amp;utm_content=Post"" dir=""ltr"" href=""https://t.co/jHLVIUGShS"" rel=""nofollow noopener"" target=""_blank"" title=""https://cronicaglobal.elespanol.com/vida/tsunami-vecinal-problema-barcelona-manteros-evitar-muertes_275097_102.html?utm_source=Twitter&amp;utm_medium=Social&amp;utm_content=Post""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">cronicaglobal.elespanol.com/vida/tsunami-v</span><span class=""invisible"">ecinal-problema-barcelona-manteros-evitar-muertes_275097_102.html?utm_source=Twitter&amp;utm_medium=Social&amp;utm_content=Post</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://cronicaglobal.elespanol.com/vida/tsunami-vecinal-problema-barcelona-manteros-evitar-muertes_275097_102.html?utm_source=Twitter&utm_medium=Social&utm_content=Post'],[],False,[],,5,3,0,False,False,,[]
4,anapalma_foto,Ana Palma,309962353,1172618067131740162,/anapalma_foto/status/1172618067131740162,2019-09-13 21:08:28,1568408908,"Mañana sábado saldremos a la calle, con el @tsunamiveinal, para protestar por el incivismo, la inseguridad y la impunidad delictiva que sufre Barcelona. Caminaremos juntos, sin banderas, POR UNA BARCELONA CÍVICA y SEGURA. Tenemos que recuperar nuestra ciudad! Nos vemos mañana!  pic.twitter.com/ldmunC0zix","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Mañana sábado saldremos a la calle, con el <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1041347914692345858"" dir=""ltr"" href=""/tsunamiveinal""><s>@</s><b>tsunamiveinal</b></a>, para protestar por el incivismo, la <strong>inseguridad</strong> y la impunidad delictiva que sufre <strong>Barcelona</strong>. Caminaremos juntos, sin banderas, POR UNA <strong>BARCELONA</strong> CÍVICA y SEGURA. Tenemos que recuperar nuestra ciudad! Nos vemos mañana! <img alt=""🙏🏼"" aria-label=""Emoji: Folded hands (tono de piel medio-claro)"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f64f-1f3fc.png"" title=""Folded hands (tono de piel medio-claro)""/> <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/ldmunC0zix"">pic.twitter.com/ldmunC0zix</a></p>",[],[],True,['https://pbs.twimg.com/media/EEX56VNXoAIL61A.jpg'],,35,13,1,True,False,,[]
5,Pamplin71931660,Pamplinas,1167394948318187520,1172609676300750848,/Pamplin71931660/status/1172609676300750848,2019-09-13 20:35:07,1568406907,"#BuenasNochesMundo
#Barcelona #barcelonaciudadsinley
#Inseguridad #Viernes13 
Mañana sábado 14 Barcelona sale a la calle para pedir que vuelva a ser una ciudad segura para sus vecinos.
Que no falte nadie 
https://www.abc.es/espana/catalunya/barcelona/abci-vecinos-barcelona-manifestaran-sabado-para-exigir-ciudad-civica-segura-y-limpia-201909131205_noticia.html …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/BuenasNochesMundo?src=hash""><s>#</s><b>BuenasNochesMundo</b></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Barcelona?src=hash""><s>#</s><b><strong>Barcelona</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/barcelonaciudadsinley?src=hash""><s>#</s><b>barcelonaciudadsinley</b></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Inseguridad?src=hash""><s>#</s><b><strong>Inseguridad</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Viernes13?src=hash""><s>#</s><b>Viernes13</b></a> 
Mañana sábado 14 <strong>Barcelona</strong> sale a la calle para pedir que vuelva a ser una ciudad segura para sus vecinos.
Que no falte nadie <img alt=""👇"" aria-label=""Emoji: Dorso de la mano con el dedo índice señalando hacia abajo"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f447.png"" title=""Dorso de la mano con el dedo índice señalando hacia abajo""/>
<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.abc.es/espana/catalunya/barcelona/abci-vecinos-barcelona-manifestaran-sabado-para-exigir-ciudad-civica-segura-y-limpia-201909131205_noticia.html"" dir=""ltr"" href=""https://t.co/Yqzy8hD04J"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.abc.es/espana/catalunya/barcelona/abci-vecinos-barcelona-manifestaran-sabado-para-exigir-ciudad-civica-segura-y-limpia-201909131205_noticia.html""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">abc.es/espana/catalun</span><span class=""invisible"">ya/barcelona/abci-vecinos-barcelona-manifestaran-sabado-para-exigir-ciudad-civica-segura-y-limpia-201909131205_noticia.html</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://www.abc.es/espana/catalunya/barcelona/abci-vecinos-barcelona-manifestaran-sabado-para-exigir-ciudad-civica-segura-y-limpia-201909131205_noticia.html'],"['BuenasNochesMundo', 'Barcelona', 'barcelonaciudadsinley', 'Inseguridad', 'Viernes13']",False,[],,0,0,0,False,False,,[]
6,BRP_BCN,Boris Rodríguez,1162104222315360269,1172609090687815681,/BRP_BCN/status/1172609090687815681,2019-09-13 20:32:47,1568406767,40 entidades de vecinos tomarán Barcelona contra la inseguridad https://www.20minutos.es/noticia/3761679/0/entidades-vecinos-manifestacion-inseguridad-tsunami-veinal/?utm_source=twitter.com&utm_medium=socialshare&utm_campaign=mobile_amp … vía @20m,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">40 entidades de vecinos tomarán <strong>Barcelona</strong> contra la <strong>inseguridad</strong> <a class=""twitter-timeline-link"" data-expanded-url=""https://www.20minutos.es/noticia/3761679/0/entidades-vecinos-manifestacion-inseguridad-tsunami-veinal/?utm_source=twitter.com&amp;utm_medium=socialshare&amp;utm_campaign=mobile_amp"" dir=""ltr"" href=""https://t.co/UJMxsPQXHh"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.20minutos.es/noticia/3761679/0/entidades-vecinos-manifestacion-inseguridad-tsunami-veinal/?utm_source=twitter.com&amp;utm_medium=socialshare&amp;utm_campaign=mobile_amp""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">20minutos.es/noticia/376167</span><span class=""invisible"">9/0/entidades-vecinos-manifestacion-inseguridad-tsunami-veinal/?utm_source=twitter.com&amp;utm_medium=socialshare&amp;utm_campaign=mobile_amp</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> vía <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""31090827"" dir=""ltr"" href=""/20m""><s>@</s><b>20m</b></a></p>",['https://www.20minutos.es/noticia/3761679/0/entidades-vecinos-manifestacion-inseguridad-tsunami-veinal/?utm_source=twitter.com&utm_medium=socialshare&utm_campaign=mobile_amp'],[],False,[],,0,0,0,False,False,,[]
7,MAJESUSSS,M.J.,868167888200491011,1172605342984867841,/MAJESUSSS/status/1172605342984867841,2019-09-13 20:17:54,1568405874,"En vez de hablar tanto de independencia,  tendría que hablar de la inseguridad que hay en las calles de Barcelona","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">En vez de hablar tanto de independencia,  tendría que hablar de la <strong>inseguridad</strong> que hay en las calles de <strong>Barcelona</strong></p>",[],[],False,[],,0,0,0,False,True,1172250193640722434,"[{'screen_name': 'Vctor77453955', 'user_id': '1151098309836255234'}]"
8,MariaMonteroTFE,Maria Montero,550116886,1172603750957166593,/MariaMonteroTFE/status/1172603750957166593,2019-09-13 20:11:34,1568405494,"#laventanaindiscreta Grande el compañero @ERIKEO5555  ""El ambiente indepe por la Diada en Barcelona muy tenso...Nos insultaron a los periodistas q estábamos allí cumpliendo con nuestro trabajo.. Cada día más inseguridad en Cataluña"" @MediterraneoDGT @MasportalNewshttps://twitter.com/RadLasPalmas/status/1172567173220491267 …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""es""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/laventanaindiscreta?src=hash""><s>#</s><b>laventanaindiscreta</b></a> Grande el compañero <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""260270441"" dir=""ltr"" href=""/ERIKEO5555""><s>@</s><b>ERIKEO5555</b></a> <img alt=""👏"" aria-label=""Emoji: Signo de manos aplaudiendo"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f44f.png"" title=""Signo de manos aplaudiendo""/> ""El ambiente indepe por la Diada en <strong>Barcelona</strong> muy tenso...Nos insultaron a los periodistas q estábamos allí cumpliendo con nuestro trabajo.. Cada día más <strong>inseguridad</strong> en Cataluña"" <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""200568348"" dir=""ltr"" href=""/MediterraneoDGT""><s>@</s><b>MediterraneoDGT</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3356423908"" dir=""ltr"" href=""/MasportalNews""><s>@</s><b>MasportalNews</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/RadLasPalmas/status/1172567173220491267"" dir=""ltr"" href=""https://t.co/FYvgDcHmRy"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/RadLasPalmas/status/1172567173220491267""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/RadLasPalmas/s</span><span class=""invisible"">tatus/1172567173220491267</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://twitter.com/RadLasPalmas/status/1172567173220491267'],['laventanaindiscreta'],False,[],,13,7,0,False,False,,[]
9,YouInDiscworld,I'll Be Damned,433469600,1172597095464865799,/YouInDiscworld/status/1172597095464865799,2019-09-13 19:45:08,1568403908,Lo que hace el ayuntamiento de Barcelona para que baje el crimen ya es exagerado. https://twitter.com/vianews/status/1172551657097486338 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""es"">Lo que hace el ayuntamiento de <strong>Barcelona</strong> para que baje el <strong>crimen</strong> ya es exagerado. <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/vianews/status/1172551657097486338"" dir=""ltr"" href=""https://t.co/mbUTcNSB7c"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/vianews/status/1172551657097486338""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/vianews/status</span><span class=""invisible"">/1172551657097486338</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://twitter.com/vianews/status/1172551657097486338'],[],False,[],,0,0,1,True,False,,[]
