,crime,quantity,year,trimester,city
716,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,29,2018,1,Las Palmas de Gran Canaria
717,    4.-Secuestro,1,2018,1,Las Palmas de Gran Canaria
718,    5.-Delitos contra la libertad e indemnidad sexual,30,2018,1,Las Palmas de Gran Canaria
719,    5.1.-Agresión sexual con penetración,2,2018,1,Las Palmas de Gran Canaria
720,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,28,2018,1,Las Palmas de Gran Canaria
721,    6.-Robos con violencia e intimidación,112,2018,1,Las Palmas de Gran Canaria
722,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",115,2018,1,Las Palmas de Gran Canaria
723,    7.1.-Robos con fuerza en domicilios,59,2018,1,Las Palmas de Gran Canaria
724,    8.-Hurtos,1461,2018,1,Las Palmas de Gran Canaria
725,    9.-Sustracciones de vehículos,64,2018,1,Las Palmas de Gran Canaria
726,    10.-Tráfico de drogas,55,2018,1,Las Palmas de Gran Canaria
727,    Resto de infracciones penales,2100,2018,1,Las Palmas de Gran Canaria
728,    1.-Homicidios dolosos y asesinatos consumados,1,2018,1,Valladolid
729,    2.-Homicidios dolosos y asesinatos en grado tentativa,0,2018,1,Valladolid
730,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,17,2018,1,Valladolid
731,    4.-Secuestro,0,2018,1,Valladolid
732,    5.-Delitos contra la libertad e indemnidad sexual,7,2018,1,Valladolid
733,    5.1.-Agresión sexual con penetración,1,2018,1,Valladolid
734,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,6,2018,1,Valladolid
735,    6.-Robos con violencia e intimidación,24,2018,1,Valladolid
736,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",104,2018,1,Valladolid
737,    7.1.-Robos con fuerza en domicilios,58,2018,1,Valladolid
738,    8.-Hurtos,876,2018,1,Valladolid
739,    9.-Sustracciones de vehículos,28,2018,1,Valladolid
740,    10.-Tráfico de drogas,12,2018,1,Valladolid
741,    Resto de infracciones penales,1265,2018,1,Valladolid
742,    1.-Homicidios dolosos y asesinatos consumados,1,2018,1,Barcelona
743,    2.-Homicidios dolosos y asesinatos en grado tentativa,12,2018,1,Barcelona
744,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,805,2018,1,Barcelona
745,    4.-Secuestro,0,2018,1,Barcelona
746,    5.-Delitos contra la libertad e indemnidad sexual,173,2018,1,Barcelona
747,    5.1.-Agresión sexual con penetración,35,2018,1,Barcelona
748,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,138,2018,1,Barcelona
749,    6.-Robos con violencia e intimidación,2760,2018,1,Barcelona
750,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",2032,2018,1,Barcelona
751,    7.1.-Robos con fuerza en domicilios,1428,2018,1,Barcelona
752,    8.-Hurtos,24562,2018,1,Barcelona
753,    9.-Sustracciones de vehículos,1053,2018,1,Barcelona
754,    10.-Tráfico de drogas,136,2018,1,Barcelona
755,    Resto de infracciones penales,12445,2018,1,Barcelona
756,    1.-Homicidios dolosos y asesinatos consumados,2,2018,1,Alicante
757,    2.-Homicidios dolosos y asesinatos en grado tentativa,0,2018,1,Alicante
758,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,25,2018,1,Alicante
759,    4.-Secuestro,0,2018,1,Alicante
760,    5.-Delitos contra la libertad e indemnidad sexual,28,2018,1,Alicante
761,    5.1.-Agresión sexual con penetración,6,2018,1,Alicante
762,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,22,2018,1,Alicante
763,    6.-Robos con violencia e intimidación,164,2018,1,Alicante
764,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",296,2018,1,Alicante
765,    7.1.-Robos con fuerza en domicilios,223,2018,1,Alicante
766,    8.-Hurtos,1736,2018,1,Alicante
767,    9.-Sustracciones de vehículos,77,2018,1,Alicante
768,    10.-Tráfico de drogas,48,2018,1,Alicante
769,    Resto de infracciones penales,2101,2018,1,Alicante
770,    1.-Homicidios dolosos y asesinatos consumados,1,2018,1,Valencia
771,    2.-Homicidios dolosos y asesinatos en grado tentativa,7,2018,1,Valencia
772,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,123,2018,1,Valencia
773,    4.-Secuestro,0,2018,1,Valencia
774,    5.-Delitos contra la libertad e indemnidad sexual,76,2018,1,Valencia
775,    5.1.-Agresión sexual con penetración,9,2018,1,Valencia
776,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,67,2018,1,Valencia
777,    6.-Robos con violencia e intimidación,478,2018,1,Valencia
778,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",640,2018,1,Valencia
779,    7.1.-Robos con fuerza en domicilios,477,2018,1,Valencia
780,    8.-Hurtos,5038,2018,1,Valencia
781,    9.-Sustracciones de vehículos,201,2018,1,Valencia
782,    10.-Tráfico de drogas,71,2018,1,Valencia
783,    Resto de infracciones penales,4907,2018,1,Valencia
784,    1.-Homicidios dolosos y asesinatos consumados,0,2018,1,Vigo
785,    2.-Homicidios dolosos y asesinatos en grado tentativa,0,2018,1,Vigo
786,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,12,2018,1,Vigo
787,    4.-Secuestro,0,2018,1,Vigo
788,    5.-Delitos contra la libertad e indemnidad sexual,14,2018,1,Vigo
789,    5.1.-Agresión sexual con penetración,0,2018,1,Vigo
790,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,14,2018,1,Vigo
791,    6.-Robos con violencia e intimidación,55,2018,1,Vigo
792,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",162,2018,1,Vigo
793,    7.1.-Robos con fuerza en domicilios,100,2018,1,Vigo
794,    8.-Hurtos,693,2018,1,Vigo
795,    9.-Sustracciones de vehículos,40,2018,1,Vigo
796,    10.-Tráfico de drogas,20,2018,1,Vigo
797,    Resto de infracciones penales,1271,2018,1,Vigo
798,    1.-Homicidios dolosos y asesinatos consumados,7,2018,1,Madrid
799,    2.-Homicidios dolosos y asesinatos en grado tentativa,14,2018,1,Madrid
800,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,284,2018,1,Madrid
801,    4.-Secuestro,0,2018,1,Madrid
802,    5.-Delitos contra la libertad e indemnidad sexual,275,2018,1,Madrid
803,    5.1.-Agresión sexual con penetración,48,2018,1,Madrid
804,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,227,2018,1,Madrid
805,    6.-Robos con violencia e intimidación,2351,2018,1,Madrid
806,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",2259,2018,1,Madrid
807,    7.1.-Robos con fuerza en domicilios,1406,2018,1,Madrid
808,    8.-Hurtos,28292,2018,1,Madrid
809,    9.-Sustracciones de vehículos,1361,2018,1,Madrid
810,    10.-Tráfico de drogas,341,2018,1,Madrid
811,    Resto de infracciones penales,25067,2018,1,Madrid
812,    1.-Homicidios dolosos y asesinatos consumados,1,2018,1,Murcia
813,    2.-Homicidios dolosos y asesinatos en grado tentativa,2,2018,1,Murcia
814,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,35,2018,1,Murcia
815,    4.-Secuestro,0,2018,1,Murcia
816,    5.-Delitos contra la libertad e indemnidad sexual,40,2018,1,Murcia
817,    5.1.-Agresión sexual con penetración,2,2018,1,Murcia
818,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,38,2018,1,Murcia
819,    6.-Robos con violencia e intimidación,235,2018,1,Murcia
820,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",511,2018,1,Murcia
821,    7.1.-Robos con fuerza en domicilios,446,2018,1,Murcia
822,    8.-Hurtos,1645,2018,1,Murcia
823,    9.-Sustracciones de vehículos,144,2018,1,Murcia
824,    10.-Tráfico de drogas,14,2018,1,Murcia
825,    Resto de infracciones penales,2203,2018,1,Murcia
826,    1.-Homicidios dolosos y asesinatos consumados,2,2018,1,Bilbao
827,    2.-Homicidios dolosos y asesinatos en grado tentativa,1,2018,1,Bilbao
828,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,52,2018,1,Bilbao
829,    4.-Secuestro,0,2018,1,Bilbao
830,    5.-Delitos contra la libertad e indemnidad sexual,43,2018,1,Bilbao
831,    5.1.-Agresión sexual con penetración,8,2018,1,Bilbao
832,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,35,2018,1,Bilbao
833,    6.-Robos con violencia e intimidación,183,2018,1,Bilbao
834,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",317,2018,1,Bilbao
835,    7.1.-Robos con fuerza en domicilios,187,2018,1,Bilbao
836,    8.-Hurtos,2409,2018,1,Bilbao
837,    9.-Sustracciones de vehículos,51,2018,1,Bilbao
838,    10.-Tráfico de drogas,9,2018,1,Bilbao
839,    Resto de infracciones penales,1873,2018,1,Bilbao
840,    1.-Homicidios dolosos y asesinatos consumados,1,2018,2,Córdoba
841,    2.-Homicidios dolosos y asesinatos en grado tentativa,1,2018,2,Córdoba
842,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,12,2018,2,Córdoba
843,    4.-Secuestro,0,2018,2,Córdoba
844,    5.-Delitos contra la libertad e indemnidad sexual,38,2018,2,Córdoba
845,    5.1.-Agresión sexual con penetración,2,2018,2,Córdoba
846,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,36,2018,2,Córdoba
847,    6.-Robos con violencia e intimidación,118,2018,2,Córdoba
848,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",203,2018,2,Córdoba
849,    7.1.-Robos con fuerza en domicilios,147,2018,2,Córdoba
850,    8.-Hurtos,1450,2018,2,Córdoba
851,    9.-Sustracciones de vehículos,67,2018,2,Córdoba
852,    10.-Tráfico de drogas,28,2018,2,Córdoba
853,    Resto de infracciones penales,2285,2018,2,Córdoba
854,    1.-Homicidios dolosos y asesinatos consumados,1,2018,2,Málaga
855,    2.-Homicidios dolosos y asesinatos en grado tentativa,9,2018,2,Málaga
856,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,63,2018,2,Málaga
857,    4.-Secuestro,0,2018,2,Málaga
858,    5.-Delitos contra la libertad e indemnidad sexual,55,2018,2,Málaga
859,    5.1.-Agresión sexual con penetración,1,2018,2,Málaga
860,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,54,2018,2,Málaga
861,    6.-Robos con violencia e intimidación,150,2018,2,Málaga
862,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",227,2018,2,Málaga
863,    7.1.-Robos con fuerza en domicilios,129,2018,2,Málaga
864,    8.-Hurtos,2377,2018,2,Málaga
865,    9.-Sustracciones de vehículos,159,2018,2,Málaga
866,    10.-Tráfico de drogas,94,2018,2,Málaga
867,    Resto de infracciones penales,3393,2018,2,Málaga
868,    1.-Homicidios dolosos y asesinatos consumados,1,2018,2,Sevilla
869,    2.-Homicidios dolosos y asesinatos en grado tentativa,6,2018,2,Sevilla
870,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,49,2018,2,Sevilla
871,    4.-Secuestro,1,2018,2,Sevilla
872,    5.-Delitos contra la libertad e indemnidad sexual,61,2018,2,Sevilla
873,    5.1.-Agresión sexual con penetración,6,2018,2,Sevilla
874,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,55,2018,2,Sevilla
875,    6.-Robos con violencia e intimidación,449,2018,2,Sevilla
876,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",492,2018,2,Sevilla
877,    7.1.-Robos con fuerza en domicilios,228,2018,2,Sevilla
878,    8.-Hurtos,4514,2018,2,Sevilla
879,    9.-Sustracciones de vehículos,299,2018,2,Sevilla
880,    10.-Tráfico de drogas,31,2018,2,Sevilla
881,    Resto de infracciones penales,5936,2018,2,Sevilla
882,    1.-Homicidios dolosos y asesinatos consumados,1,2018,2,Zaragoza
883,    2.-Homicidios dolosos y asesinatos en grado tentativa,0,2018,2,Zaragoza
884,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,58,2018,2,Zaragoza
885,    4.-Secuestro,0,2018,2,Zaragoza
886,    5.-Delitos contra la libertad e indemnidad sexual,50,2018,2,Zaragoza
887,    5.1.-Agresión sexual con penetración,6,2018,2,Zaragoza
888,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,44,2018,2,Zaragoza
889,    6.-Robos con violencia e intimidación,158,2018,2,Zaragoza
890,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",257,2018,2,Zaragoza
891,    7.1.-Robos con fuerza en domicilios,192,2018,2,Zaragoza
892,    8.-Hurtos,1697,2018,2,Zaragoza
893,    9.-Sustracciones de vehículos,49,2018,2,Zaragoza
894,    10.-Tráfico de drogas,56,2018,2,Zaragoza
895,    Resto de infracciones penales,3074,2018,2,Zaragoza
896,    1.-Homicidios dolosos y asesinatos consumados,1,2018,2,Gijón
897,    2.-Homicidios dolosos y asesinatos en grado tentativa,2,2018,2,Gijón
898,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,28,2018,2,Gijón
899,    4.-Secuestro,0,2018,2,Gijón
900,    5.-Delitos contra la libertad e indemnidad sexual,18,2018,2,Gijón
901,    5.1.-Agresión sexual con penetración,1,2018,2,Gijón
902,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,17,2018,2,Gijón
903,    6.-Robos con violencia e intimidación,32,2018,2,Gijón
904,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",69,2018,2,Gijón
905,    7.1.-Robos con fuerza en domicilios,40,2018,2,Gijón
906,    8.-Hurtos,514,2018,2,Gijón
907,    9.-Sustracciones de vehículos,13,2018,2,Gijón
908,    10.-Tráfico de drogas,7,2018,2,Gijón
909,    Resto de infracciones penales,1056,2018,2,Gijón
910,    1.-Homicidios dolosos y asesinatos consumados,0,2018,2,Palma
911,    2.-Homicidios dolosos y asesinatos en grado tentativa,3,2018,2,Palma
912,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,69,2018,2,Palma
913,    4.-Secuestro,0,2018,2,Palma
914,    5.-Delitos contra la libertad e indemnidad sexual,57,2018,2,Palma
915,    5.1.-Agresión sexual con penetración,2,2018,2,Palma
916,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,55,2018,2,Palma
917,    6.-Robos con violencia e intimidación,152,2018,2,Palma
918,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",249,2018,2,Palma
919,    7.1.-Robos con fuerza en domicilios,166,2018,2,Palma
920,    8.-Hurtos,3770,2018,2,Palma
921,    9.-Sustracciones de vehículos,199,2018,2,Palma
922,    10.-Tráfico de drogas,37,2018,2,Palma
923,    Resto de infracciones penales,3231,2018,2,Palma
924,    1.-Homicidios dolosos y asesinatos consumados,3,2018,2,Las Palmas de Gran Canaria
925,    2.-Homicidios dolosos y asesinatos en grado tentativa,3,2018,2,Las Palmas de Gran Canaria
926,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,39,2018,2,Las Palmas de Gran Canaria
927,    4.-Secuestro,0,2018,2,Las Palmas de Gran Canaria
928,    5.-Delitos contra la libertad e indemnidad sexual,29,2018,2,Las Palmas de Gran Canaria
929,    5.1.-Agresión sexual con penetración,3,2018,2,Las Palmas de Gran Canaria
930,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,26,2018,2,Las Palmas de Gran Canaria
931,    6.-Robos con violencia e intimidación,75,2018,2,Las Palmas de Gran Canaria
932,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",99,2018,2,Las Palmas de Gran Canaria
933,    7.1.-Robos con fuerza en domicilios,48,2018,2,Las Palmas de Gran Canaria
934,    8.-Hurtos,1139,2018,2,Las Palmas de Gran Canaria
935,    9.-Sustracciones de vehículos,69,2018,2,Las Palmas de Gran Canaria
936,    10.-Tráfico de drogas,59,2018,2,Las Palmas de Gran Canaria
937,    Resto de infracciones penales,2078,2018,2,Las Palmas de Gran Canaria
938,    1.-Homicidios dolosos y asesinatos consumados,0,2018,2,Valladolid
939,    2.-Homicidios dolosos y asesinatos en grado tentativa,0,2018,2,Valladolid
940,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,19,2018,2,Valladolid
941,    4.-Secuestro,0,2018,2,Valladolid
942,    5.-Delitos contra la libertad e indemnidad sexual,14,2018,2,Valladolid
943,    5.1.-Agresión sexual con penetración,2,2018,2,Valladolid
944,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,12,2018,2,Valladolid
945,    6.-Robos con violencia e intimidación,32,2018,2,Valladolid
946,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",132,2018,2,Valladolid
947,    7.1.-Robos con fuerza en domicilios,80,2018,2,Valladolid
948,    8.-Hurtos,850,2018,2,Valladolid
949,    9.-Sustracciones de vehículos,21,2018,2,Valladolid
950,    10.-Tráfico de drogas,4,2018,2,Valladolid
951,    Resto de infracciones penales,1310,2018,2,Valladolid
952,    1.-Homicidios dolosos y asesinatos consumados,2,2018,2,Barcelona
953,    2.-Homicidios dolosos y asesinatos en grado tentativa,11,2018,2,Barcelona
954,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,957,2018,2,Barcelona
955,    4.-Secuestro,0,2018,2,Barcelona
956,    5.-Delitos contra la libertad e indemnidad sexual,192,2018,2,Barcelona
957,    5.1.-Agresión sexual con penetración,33,2018,2,Barcelona
958,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,159,2018,2,Barcelona
959,    6.-Robos con violencia e intimidación,2667,2018,2,Barcelona
960,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",2221,2018,2,Barcelona
961,    7.1.-Robos con fuerza en domicilios,1482,2018,2,Barcelona
962,    8.-Hurtos,27579,2018,2,Barcelona
963,    9.-Sustracciones de vehículos,1195,2018,2,Barcelona
964,    10.-Tráfico de drogas,131,2018,2,Barcelona
965,    Resto de infracciones penales,13398,2018,2,Barcelona
966,    1.-Homicidios dolosos y asesinatos consumados,0,2018,2,Alicante
967,    2.-Homicidios dolosos y asesinatos en grado tentativa,1,2018,2,Alicante
968,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,41,2018,2,Alicante
969,    4.-Secuestro,0,2018,2,Alicante
970,    5.-Delitos contra la libertad e indemnidad sexual,25,2018,2,Alicante
971,    5.1.-Agresión sexual con penetración,4,2018,2,Alicante
972,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,21,2018,2,Alicante
973,    6.-Robos con violencia e intimidación,128,2018,2,Alicante
974,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",259,2018,2,Alicante
975,    7.1.-Robos con fuerza en domicilios,200,2018,2,Alicante
976,    8.-Hurtos,1750,2018,2,Alicante
977,    9.-Sustracciones de vehículos,80,2018,2,Alicante
978,    10.-Tráfico de drogas,48,2018,2,Alicante
979,    Resto de infracciones penales,2162,2018,2,Alicante
980,    1.-Homicidios dolosos y asesinatos consumados,1,2018,2,Valencia
981,    2.-Homicidios dolosos y asesinatos en grado tentativa,3,2018,2,Valencia
982,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,128,2018,2,Valencia
983,    4.-Secuestro,0,2018,2,Valencia
984,    5.-Delitos contra la libertad e indemnidad sexual,78,2018,2,Valencia
985,    5.1.-Agresión sexual con penetración,7,2018,2,Valencia
986,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,71,2018,2,Valencia
987,    6.-Robos con violencia e intimidación,395,2018,2,Valencia
988,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",625,2018,2,Valencia
989,    7.1.-Robos con fuerza en domicilios,493,2018,2,Valencia
990,    8.-Hurtos,4341,2018,2,Valencia
991,    9.-Sustracciones de vehículos,179,2018,2,Valencia
992,    10.-Tráfico de drogas,108,2018,2,Valencia
993,    Resto de infracciones penales,5275,2018,2,Valencia
994,    1.-Homicidios dolosos y asesinatos consumados,0,2018,2,Vigo
995,    2.-Homicidios dolosos y asesinatos en grado tentativa,0,2018,2,Vigo
996,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,27,2018,2,Vigo
997,    4.-Secuestro,0,2018,2,Vigo
998,    5.-Delitos contra la libertad e indemnidad sexual,17,2018,2,Vigo
999,    5.1.-Agresión sexual con penetración,2,2018,2,Vigo
1000,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,15,2018,2,Vigo
1001,    6.-Robos con violencia e intimidación,51,2018,2,Vigo
1002,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",120,2018,2,Vigo
1003,    7.1.-Robos con fuerza en domicilios,78,2018,2,Vigo
1004,    8.-Hurtos,789,2018,2,Vigo
1005,    9.-Sustracciones de vehículos,40,2018,2,Vigo
1006,    10.-Tráfico de drogas,11,2018,2,Vigo
1007,    Resto de infracciones penales,1273,2018,2,Vigo
1008,    1.-Homicidios dolosos y asesinatos consumados,1,2018,2,Madrid
1009,    2.-Homicidios dolosos y asesinatos en grado tentativa,8,2018,2,Madrid
1010,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,276,2018,2,Madrid
1011,    4.-Secuestro,0,2018,2,Madrid
1012,    5.-Delitos contra la libertad e indemnidad sexual,257,2018,2,Madrid
1013,    5.1.-Agresión sexual con penetración,32,2018,2,Madrid
1014,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,225,2018,2,Madrid
1015,    6.-Robos con violencia e intimidación,2404,2018,2,Madrid
1016,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",2107,2018,2,Madrid
1017,    7.1.-Robos con fuerza en domicilios,1252,2018,2,Madrid
1018,    8.-Hurtos,27743,2018,2,Madrid
1019,    9.-Sustracciones de vehículos,1446,2018,2,Madrid
1020,    10.-Tráfico de drogas,340,2018,2,Madrid
1021,    Resto de infracciones penales,25358,2018,2,Madrid
1022,    1.-Homicidios dolosos y asesinatos consumados,2,2018,2,Murcia
1023,    2.-Homicidios dolosos y asesinatos en grado tentativa,1,2018,2,Murcia
1024,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,55,2018,2,Murcia
1025,    4.-Secuestro,0,2018,2,Murcia
1026,    5.-Delitos contra la libertad e indemnidad sexual,46,2018,2,Murcia
1027,    5.1.-Agresión sexual con penetración,9,2018,2,Murcia
1028,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,37,2018,2,Murcia
1029,    6.-Robos con violencia e intimidación,160,2018,2,Murcia
1030,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",363,2018,2,Murcia
1031,    7.1.-Robos con fuerza en domicilios,287,2018,2,Murcia
1032,    8.-Hurtos,1556,2018,2,Murcia
1033,    9.-Sustracciones de vehículos,117,2018,2,Murcia
1034,    10.-Tráfico de drogas,31,2018,2,Murcia
1035,    Resto de infracciones penales,2417,2018,2,Murcia
1036,    1.-Homicidios dolosos y asesinatos consumados,0,2018,2,Bilbao
1037,    2.-Homicidios dolosos y asesinatos en grado tentativa,1,2018,2,Bilbao
1038,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,62,2018,2,Bilbao
1039,    4.-Secuestro,0,2018,2,Bilbao
1040,    5.-Delitos contra la libertad e indemnidad sexual,21,2018,2,Bilbao
1041,    5.1.-Agresión sexual con penetración,5,2018,2,Bilbao
1042,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,16,2018,2,Bilbao
1043,    6.-Robos con violencia e intimidación,152,2018,2,Bilbao
1044,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",259,2018,2,Bilbao
1045,    7.1.-Robos con fuerza en domicilios,127,2018,2,Bilbao
1046,    8.-Hurtos,2726,2018,2,Bilbao
1047,    9.-Sustracciones de vehículos,35,2018,2,Bilbao
1048,    10.-Tráfico de drogas,11,2018,2,Bilbao
1049,    Resto de infracciones penales,1838,2018,2,Bilbao
1050,    1.-Homicidios dolosos y asesinatos consumados,0,2018,3,Córdoba
1051,    2.-Homicidios dolosos y asesinatos en grado tentativa,0,2018,3,Córdoba
1052,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,9,2018,3,Córdoba
1053,    4.-Secuestro,0,2018,3,Córdoba
1054,    5.-Delitos contra la libertad e indemnidad sexual,33,2018,3,Córdoba
1055,    5.1.-Agresión sexual con penetración,1,2018,3,Córdoba
1056,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,32,2018,3,Córdoba
1057,    6.-Robos con violencia e intimidación,94,2018,3,Córdoba
1058,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",200,2018,3,Córdoba
1059,    7.1.-Robos con fuerza en domicilios,145,2018,3,Córdoba
1060,    8.-Hurtos,1000,2018,3,Córdoba
1061,    9.-Sustracciones de vehículos,79,2018,3,Córdoba
1062,    10.-Tráfico de drogas,17,2018,3,Córdoba
1063,    Resto de infracciones penales,2218,2018,3,Córdoba
1064,    1.-Homicidios dolosos y asesinatos consumados,0,2018,3,Málaga
1065,    2.-Homicidios dolosos y asesinatos en grado tentativa,3,2018,3,Málaga
1066,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,66,2018,3,Málaga
1067,    4.-Secuestro,0,2018,3,Málaga
1068,    5.-Delitos contra la libertad e indemnidad sexual,75,2018,3,Málaga
1069,    5.1.-Agresión sexual con penetración,3,2018,3,Málaga
1070,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,72,2018,3,Málaga
1071,    6.-Robos con violencia e intimidación,178,2018,3,Málaga
1072,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",261,2018,3,Málaga
1073,    7.1.-Robos con fuerza en domicilios,165,2018,3,Málaga
1074,    8.-Hurtos,3294,2018,3,Málaga
1075,    9.-Sustracciones de vehículos,188,2018,3,Málaga
1076,    10.-Tráfico de drogas,75,2018,3,Málaga
1077,    Resto de infracciones penales,3596,2018,3,Málaga
1078,    1.-Homicidios dolosos y asesinatos consumados,0,2018,3,Sevilla
1079,    2.-Homicidios dolosos y asesinatos en grado tentativa,9,2018,3,Sevilla
1080,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,55,2018,3,Sevilla
1081,    4.-Secuestro,2,2018,3,Sevilla
1082,    5.-Delitos contra la libertad e indemnidad sexual,67,2018,3,Sevilla
1083,    5.1.-Agresión sexual con penetración,8,2018,3,Sevilla
1084,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,59,2018,3,Sevilla
1085,    6.-Robos con violencia e intimidación,448,2018,3,Sevilla
1086,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",661,2018,3,Sevilla
1087,    7.1.-Robos con fuerza en domicilios,372,2018,3,Sevilla
1088,    8.-Hurtos,3420,2018,3,Sevilla
1089,    9.-Sustracciones de vehículos,262,2018,3,Sevilla
1090,    10.-Tráfico de drogas,50,2018,3,Sevilla
1091,    Resto de infracciones penales,5508,2018,3,Sevilla
1092,    1.-Homicidios dolosos y asesinatos consumados,2,2018,3,Zaragoza
1093,    2.-Homicidios dolosos y asesinatos en grado tentativa,1,2018,3,Zaragoza
1094,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,71,2018,3,Zaragoza
1095,    4.-Secuestro,0,2018,3,Zaragoza
1096,    5.-Delitos contra la libertad e indemnidad sexual,56,2018,3,Zaragoza
1097,    5.1.-Agresión sexual con penetración,5,2018,3,Zaragoza
1098,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,51,2018,3,Zaragoza
1099,    6.-Robos con violencia e intimidación,186,2018,3,Zaragoza
1100,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",324,2018,3,Zaragoza
1101,    7.1.-Robos con fuerza en domicilios,256,2018,3,Zaragoza
1102,    8.-Hurtos,1754,2018,3,Zaragoza
1103,    9.-Sustracciones de vehículos,44,2018,3,Zaragoza
1104,    10.-Tráfico de drogas,35,2018,3,Zaragoza
1105,    Resto de infracciones penales,3455,2018,3,Zaragoza
