,crime,quantity,year,trimester,city
1519,    8.-Hurtos,2082,2017,1,Zaragoza
1520,    9.-Sustracciones de vehículos,53,2017,1,Zaragoza
1521,    10.-Tráfico de drogas,38,2017,1,Zaragoza
1522,    1.-Homicidios dolosos y asesinatos consumados,0,2017,1,Gijón
1523,    2.-Homicidios dolosos y asesinatos en grado tentativa,4,2017,1,Gijón
1524,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,31,2017,1,Gijón
1525,    4.-Secuestro,0,2017,1,Gijón
1526,    5.-Delitos contra la libertad e indemnidad sexual,7,2017,1,Gijón
1527,    5.1.-Agresión sexual con penetración,2,2017,1,Gijón
1528,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,5,2017,1,Gijón
1529,    6.-Robos con violencia e intimidación,40,2017,1,Gijón
1530,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",75,2017,1,Gijón
1531,    7.1.-Robos con fuerza en domicilios,39,2017,1,Gijón
1532,    8.-Hurtos,535,2017,1,Gijón
1533,    9.-Sustracciones de vehículos,32,2017,1,Gijón
1534,    10.-Tráfico de drogas,5,2017,1,Gijón
1535,    1.-Homicidios dolosos y asesinatos consumados,0,2017,1,Palma
1536,    2.-Homicidios dolosos y asesinatos en grado tentativa,4,2017,1,Palma
1537,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,54,2017,1,Palma
1538,    4.-Secuestro,0,2017,1,Palma
1539,    5.-Delitos contra la libertad e indemnidad sexual,44,2017,1,Palma
1540,    5.1.-Agresión sexual con penetración,3,2017,1,Palma
1541,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,41,2017,1,Palma
1542,    6.-Robos con violencia e intimidación,173,2017,1,Palma
1543,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",226,2017,1,Palma
1544,    7.1.-Robos con fuerza en domicilios,116,2017,1,Palma
1545,    8.-Hurtos,2061,2017,1,Palma
1546,    9.-Sustracciones de vehículos,143,2017,1,Palma
1547,    10.-Tráfico de drogas,14,2017,1,Palma
1548,    1.-Homicidios dolosos y asesinatos consumados,1,2017,1,Las Palmas de Gran Canaria
1549,    2.-Homicidios dolosos y asesinatos en grado tentativa,1,2017,1,Las Palmas de Gran Canaria
1550,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,34,2017,1,Las Palmas de Gran Canaria
1551,    4.-Secuestro,0,2017,1,Las Palmas de Gran Canaria
1552,    5.-Delitos contra la libertad e indemnidad sexual,23,2017,1,Las Palmas de Gran Canaria
1553,    5.1.-Agresión sexual con penetración,3,2017,1,Las Palmas de Gran Canaria
1554,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,20,2017,1,Las Palmas de Gran Canaria
1555,    6.-Robos con violencia e intimidación,80,2017,1,Las Palmas de Gran Canaria
1556,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",159,2017,1,Las Palmas de Gran Canaria
1557,    7.1.-Robos con fuerza en domicilios,73,2017,1,Las Palmas de Gran Canaria
1558,    8.-Hurtos,1469,2017,1,Las Palmas de Gran Canaria
1559,    9.-Sustracciones de vehículos,90,2017,1,Las Palmas de Gran Canaria
1560,    10.-Tráfico de drogas,45,2017,1,Las Palmas de Gran Canaria
1561,    1.-Homicidios dolosos y asesinatos consumados,0,2017,1,Valladolid
1562,    2.-Homicidios dolosos y asesinatos en grado tentativa,1,2017,1,Valladolid
1563,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,17,2017,1,Valladolid
1564,    4.-Secuestro,0,2017,1,Valladolid
1565,    5.-Delitos contra la libertad e indemnidad sexual,10,2017,1,Valladolid
1566,    5.1.-Agresión sexual con penetración,0,2017,1,Valladolid
1567,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,10,2017,1,Valladolid
1568,    6.-Robos con violencia e intimidación,27,2017,1,Valladolid
1569,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",175,2017,1,Valladolid
1570,    7.1.-Robos con fuerza en domicilios,63,2017,1,Valladolid
1571,    8.-Hurtos,898,2017,1,Valladolid
1572,    9.-Sustracciones de vehículos,32,2017,1,Valladolid
1573,    10.-Tráfico de drogas,1,2017,1,Valladolid
1574,    1.-Homicidios dolosos y asesinatos consumados,1,2017,1,Barcelona
1575,    2.-Homicidios dolosos y asesinatos en grado tentativa,11,2017,1,Barcelona
1576,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,4,2017,1,Barcelona
1577,    4.-Secuestro,1,2017,1,Barcelona
1578,    5.-Delitos contra la libertad e indemnidad sexual,153,2017,1,Barcelona
1579,    5.1.-Agresión sexual con penetración,27,2017,1,Barcelona
1580,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,126,2017,1,Barcelona
1581,    6.-Robos con violencia e intimidación,2489,2017,1,Barcelona
1582,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",1633,2017,1,Barcelona
1583,    7.1.-Robos con fuerza en domicilios,1096,2017,1,Barcelona
1584,    8.-Hurtos,19575,2017,1,Barcelona
1585,    9.-Sustracciones de vehículos,1066,2017,1,Barcelona
1586,    10.-Tráfico de drogas,139,2017,1,Barcelona
1587,    1.-Homicidios dolosos y asesinatos consumados,1,2017,1,Alicante
1588,    2.-Homicidios dolosos y asesinatos en grado tentativa,0,2017,1,Alicante
1589,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,25,2017,1,Alicante
1590,    4.-Secuestro,0,2017,1,Alicante
1591,    5.-Delitos contra la libertad e indemnidad sexual,20,2017,1,Alicante
1592,    5.1.-Agresión sexual con penetración,3,2017,1,Alicante
1593,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,17,2017,1,Alicante
1594,    6.-Robos con violencia e intimidación,129,2017,1,Alicante
1595,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",269,2017,1,Alicante
1596,    7.1.-Robos con fuerza en domicilios,160,2017,1,Alicante
1597,    8.-Hurtos,1906,2017,1,Alicante
1598,    9.-Sustracciones de vehículos,119,2017,1,Alicante
1599,    10.-Tráfico de drogas,36,2017,1,Alicante
1600,    1.-Homicidios dolosos y asesinatos consumados,2,2017,1,Valencia
1601,    2.-Homicidios dolosos y asesinatos en grado tentativa,2,2017,1,Valencia
1602,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,94,2017,1,Valencia
1603,    4.-Secuestro,0,2017,1,Valencia
1604,    5.-Delitos contra la libertad e indemnidad sexual,65,2017,1,Valencia
1605,    5.1.-Agresión sexual con penetración,7,2017,1,Valencia
1606,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,58,2017,1,Valencia
1607,    6.-Robos con violencia e intimidación,550,2017,1,Valencia
1608,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",532,2017,1,Valencia
1609,    7.1.-Robos con fuerza en domicilios,378,2017,1,Valencia
1610,    8.-Hurtos,5025,2017,1,Valencia
1611,    9.-Sustracciones de vehículos,210,2017,1,Valencia
1612,    10.-Tráfico de drogas,78,2017,1,Valencia
1613,    1.-Homicidios dolosos y asesinatos consumados,0,2017,1,Vigo
1614,    2.-Homicidios dolosos y asesinatos en grado tentativa,0,2017,1,Vigo
1615,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,32,2017,1,Vigo
1616,    4.-Secuestro,0,2017,1,Vigo
1617,    5.-Delitos contra la libertad e indemnidad sexual,12,2017,1,Vigo
1618,    5.1.-Agresión sexual con penetración,1,2017,1,Vigo
1619,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,11,2017,1,Vigo
1620,    6.-Robos con violencia e intimidación,60,2017,1,Vigo
1621,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",146,2017,1,Vigo
1622,    7.1.-Robos con fuerza en domicilios,76,2017,1,Vigo
1623,    8.-Hurtos,734,2017,1,Vigo
1624,    9.-Sustracciones de vehículos,35,2017,1,Vigo
1625,    10.-Tráfico de drogas,16,2017,1,Vigo
1626,    1.-Homicidios dolosos y asesinatos consumados,7,2017,1,Madrid
1627,    2.-Homicidios dolosos y asesinatos en grado tentativa,25,2017,1,Madrid
1628,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,286,2017,1,Madrid
1629,    4.-Secuestro,0,2017,1,Madrid
1630,    5.-Delitos contra la libertad e indemnidad sexual,219,2017,1,Madrid
1631,    5.1.-Agresión sexual con penetración,27,2017,1,Madrid
1632,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,192,2017,1,Madrid
1633,    6.-Robos con violencia e intimidación,3028,2017,1,Madrid
1634,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",2369,2017,1,Madrid
1635,    7.1.-Robos con fuerza en domicilios,1398,2017,1,Madrid
1636,    8.-Hurtos,29484,2017,1,Madrid
1637,    9.-Sustracciones de vehículos,1633,2017,1,Madrid
1638,    10.-Tráfico de drogas,266,2017,1,Madrid
1639,    1.-Homicidios dolosos y asesinatos consumados,0,2017,1,Murcia
1640,    2.-Homicidios dolosos y asesinatos en grado tentativa,4,2017,1,Murcia
1641,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,44,2017,1,Murcia
1642,    4.-Secuestro,0,2017,1,Murcia
1643,    5.-Delitos contra la libertad e indemnidad sexual,28,2017,1,Murcia
1644,    5.1.-Agresión sexual con penetración,1,2017,1,Murcia
1645,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,27,2017,1,Murcia
1646,    6.-Robos con violencia e intimidación,168,2017,1,Murcia
1647,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",551,2017,1,Murcia
1648,    7.1.-Robos con fuerza en domicilios,399,2017,1,Murcia
1649,    8.-Hurtos,1639,2017,1,Murcia
1650,    9.-Sustracciones de vehículos,167,2017,1,Murcia
1651,    10.-Tráfico de drogas,31,2017,1,Murcia
1652,    1.-Homicidios dolosos y asesinatos consumados,0,2017,1,Bilbao
1653,    2.-Homicidios dolosos y asesinatos en grado tentativa,0,2017,1,Bilbao
1654,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,54,2017,1,Bilbao
1655,    4.-Secuestro,1,2017,1,Bilbao
1656,    5.-Delitos contra la libertad e indemnidad sexual,23,2017,1,Bilbao
1657,    5.1.-Agresión sexual con penetración,4,2017,1,Bilbao
1658,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,19,2017,1,Bilbao
1659,    6.-Robos con violencia e intimidación,168,2017,1,Bilbao
1660,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",204,2017,1,Bilbao
1661,    7.1.-Robos con fuerza en domicilios,107,2017,1,Bilbao
1662,    8.-Hurtos,2362,2017,1,Bilbao
1663,    9.-Sustracciones de vehículos,45,2017,1,Bilbao
1664,    10.-Tráfico de drogas,11,2017,1,Bilbao
1665,    1.-Homicidios dolosos y asesinatos consumados,0,2017,2,Córdoba
1666,    2.-Homicidios dolosos y asesinatos en grado tentativa,4,2017,2,Córdoba
1667,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,15,2017,2,Córdoba
1668,    4.-Secuestro,0,2017,2,Córdoba
1669,    5.-Delitos contra la libertad e indemnidad sexual,20,2017,2,Córdoba
1670,    5.1.-Agresión sexual con penetración,5,2017,2,Córdoba
1671,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,15,2017,2,Córdoba
1672,    6.-Robos con violencia e intimidación,106,2017,2,Córdoba
1673,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",253,2017,2,Córdoba
1674,    7.1.-Robos con fuerza en domicilios,176,2017,2,Córdoba
1675,    8.-Hurtos,1360,2017,2,Córdoba
1676,    9.-Sustracciones de vehículos,67,2017,2,Córdoba
1677,    10.-Tráfico de drogas,22,2017,2,Córdoba
1678,    1.-Homicidios dolosos y asesinatos consumados,1,2017,2,Málaga
1679,    2.-Homicidios dolosos y asesinatos en grado tentativa,8,2017,2,Málaga
1680,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,50,2017,2,Málaga
1681,    4.-Secuestro,1,2017,2,Málaga
1682,    5.-Delitos contra la libertad e indemnidad sexual,40,2017,2,Málaga
1683,    5.1.-Agresión sexual con penetración,2,2017,2,Málaga
1684,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,38,2017,2,Málaga
1685,    6.-Robos con violencia e intimidación,167,2017,2,Málaga
1686,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",285,2017,2,Málaga
1687,    7.1.-Robos con fuerza en domicilios,161,2017,2,Málaga
1688,    8.-Hurtos,2659,2017,2,Málaga
1689,    9.-Sustracciones de vehículos,223,2017,2,Málaga
1690,    10.-Tráfico de drogas,92,2017,2,Málaga
1691,    1.-Homicidios dolosos y asesinatos consumados,2,2017,2,Sevilla
1692,    2.-Homicidios dolosos y asesinatos en grado tentativa,8,2017,2,Sevilla
1693,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,59,2017,2,Sevilla
1694,    4.-Secuestro,1,2017,2,Sevilla
1695,    5.-Delitos contra la libertad e indemnidad sexual,78,2017,2,Sevilla
1696,    5.1.-Agresión sexual con penetración,3,2017,2,Sevilla
1697,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,75,2017,2,Sevilla
1698,    6.-Robos con violencia e intimidación,512,2017,2,Sevilla
1699,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",498,2017,2,Sevilla
1700,    7.1.-Robos con fuerza en domicilios,260,2017,2,Sevilla
1701,    8.-Hurtos,5215,2017,2,Sevilla
1702,    9.-Sustracciones de vehículos,454,2017,2,Sevilla
1703,    10.-Tráfico de drogas,24,2017,2,Sevilla
1704,    1.-Homicidios dolosos y asesinatos consumados,0,2017,2,Zaragoza
1705,    2.-Homicidios dolosos y asesinatos en grado tentativa,4,2017,2,Zaragoza
1706,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,51,2017,2,Zaragoza
1707,    4.-Secuestro,0,2017,2,Zaragoza
1708,    5.-Delitos contra la libertad e indemnidad sexual,37,2017,2,Zaragoza
1709,    5.1.-Agresión sexual con penetración,6,2017,2,Zaragoza
1710,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,31,2017,2,Zaragoza
1711,    6.-Robos con violencia e intimidación,162,2017,2,Zaragoza
1712,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",275,2017,2,Zaragoza
1713,    7.1.-Robos con fuerza en domicilios,158,2017,2,Zaragoza
1714,    8.-Hurtos,1789,2017,2,Zaragoza
1715,    9.-Sustracciones de vehículos,87,2017,2,Zaragoza
1716,    10.-Tráfico de drogas,46,2017,2,Zaragoza
1717,    1.-Homicidios dolosos y asesinatos consumados,0,2017,2,Gijón
1718,    2.-Homicidios dolosos y asesinatos en grado tentativa,0,2017,2,Gijón
1719,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,24,2017,2,Gijón
1720,    4.-Secuestro,0,2017,2,Gijón
1721,    5.-Delitos contra la libertad e indemnidad sexual,14,2017,2,Gijón
1722,    5.1.-Agresión sexual con penetración,1,2017,2,Gijón
1723,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,13,2017,2,Gijón
1724,    6.-Robos con violencia e intimidación,18,2017,2,Gijón
1725,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",84,2017,2,Gijón
1726,    7.1.-Robos con fuerza en domicilios,52,2017,2,Gijón
1727,    8.-Hurtos,550,2017,2,Gijón
1728,    9.-Sustracciones de vehículos,30,2017,2,Gijón
1729,    10.-Tráfico de drogas,11,2017,2,Gijón
1730,    1.-Homicidios dolosos y asesinatos consumados,0,2017,2,Palma
1731,    2.-Homicidios dolosos y asesinatos en grado tentativa,4,2017,2,Palma
1732,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,71,2017,2,Palma
1733,    4.-Secuestro,0,2017,2,Palma
1734,    5.-Delitos contra la libertad e indemnidad sexual,50,2017,2,Palma
1735,    5.1.-Agresión sexual con penetración,2,2017,2,Palma
1736,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,48,2017,2,Palma
1737,    6.-Robos con violencia e intimidación,170,2017,2,Palma
1738,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",194,2017,2,Palma
1739,    7.1.-Robos con fuerza en domicilios,119,2017,2,Palma
1740,    8.-Hurtos,3331,2017,2,Palma
1741,    9.-Sustracciones de vehículos,184,2017,2,Palma
1742,    10.-Tráfico de drogas,23,2017,2,Palma
1743,    1.-Homicidios dolosos y asesinatos consumados,1,2017,2,Las Palmas de Gran Canaria
1744,    2.-Homicidios dolosos y asesinatos en grado tentativa,3,2017,2,Las Palmas de Gran Canaria
1745,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,37,2017,2,Las Palmas de Gran Canaria
1746,    4.-Secuestro,1,2017,2,Las Palmas de Gran Canaria
1747,    5.-Delitos contra la libertad e indemnidad sexual,29,2017,2,Las Palmas de Gran Canaria
1748,    5.1.-Agresión sexual con penetración,0,2017,2,Las Palmas de Gran Canaria
1749,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,29,2017,2,Las Palmas de Gran Canaria
1750,    6.-Robos con violencia e intimidación,68,2017,2,Las Palmas de Gran Canaria
1751,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",173,2017,2,Las Palmas de Gran Canaria
1752,    7.1.-Robos con fuerza en domicilios,86,2017,2,Las Palmas de Gran Canaria
1753,    8.-Hurtos,1171,2017,2,Las Palmas de Gran Canaria
1754,    9.-Sustracciones de vehículos,98,2017,2,Las Palmas de Gran Canaria
1755,    10.-Tráfico de drogas,57,2017,2,Las Palmas de Gran Canaria
1756,    1.-Homicidios dolosos y asesinatos consumados,1,2017,2,Valladolid
1757,    2.-Homicidios dolosos y asesinatos en grado tentativa,1,2017,2,Valladolid
1758,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,13,2017,2,Valladolid
1759,    4.-Secuestro,0,2017,2,Valladolid
1760,    5.-Delitos contra la libertad e indemnidad sexual,6,2017,2,Valladolid
1761,    5.1.-Agresión sexual con penetración,1,2017,2,Valladolid
1762,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,5,2017,2,Valladolid
1763,    6.-Robos con violencia e intimidación,21,2017,2,Valladolid
1764,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",138,2017,2,Valladolid
1765,    7.1.-Robos con fuerza en domicilios,81,2017,2,Valladolid
1766,    8.-Hurtos,901,2017,2,Valladolid
1767,    9.-Sustracciones de vehículos,15,2017,2,Valladolid
1768,    10.-Tráfico de drogas,4,2017,2,Valladolid
1769,    1.-Homicidios dolosos y asesinatos consumados,4,2017,2,Barcelona
1770,    2.-Homicidios dolosos y asesinatos en grado tentativa,4,2017,2,Barcelona
1771,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,3,2017,2,Barcelona
1772,    4.-Secuestro,0,2017,2,Barcelona
1773,    5.-Delitos contra la libertad e indemnidad sexual,168,2017,2,Barcelona
1774,    5.1.-Agresión sexual con penetración,22,2017,2,Barcelona
1775,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,146,2017,2,Barcelona
1776,    6.-Robos con violencia e intimidación,2346,2017,2,Barcelona
1777,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",1694,2017,2,Barcelona
1778,    7.1.-Robos con fuerza en domicilios,1124,2017,2,Barcelona
1779,    8.-Hurtos,22905,2017,2,Barcelona
1780,    9.-Sustracciones de vehículos,1179,2017,2,Barcelona
1781,    10.-Tráfico de drogas,154,2017,2,Barcelona
1782,    1.-Homicidios dolosos y asesinatos consumados,0,2017,2,Alicante
1783,    2.-Homicidios dolosos y asesinatos en grado tentativa,0,2017,2,Alicante
1784,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,27,2017,2,Alicante
1785,    4.-Secuestro,1,2017,2,Alicante
1786,    5.-Delitos contra la libertad e indemnidad sexual,24,2017,2,Alicante
1787,    5.1.-Agresión sexual con penetración,2,2017,2,Alicante
1788,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,22,2017,2,Alicante
1789,    6.-Robos con violencia e intimidación,123,2017,2,Alicante
1790,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",241,2017,2,Alicante
1791,    7.1.-Robos con fuerza en domicilios,142,2017,2,Alicante
1792,    8.-Hurtos,1910,2017,2,Alicante
1793,    9.-Sustracciones de vehículos,131,2017,2,Alicante
1794,    10.-Tráfico de drogas,28,2017,2,Alicante
1795,    1.-Homicidios dolosos y asesinatos consumados,3,2017,2,Valencia
1796,    2.-Homicidios dolosos y asesinatos en grado tentativa,9,2017,2,Valencia
1797,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,126,2017,2,Valencia
1798,    4.-Secuestro,0,2017,2,Valencia
1799,    5.-Delitos contra la libertad e indemnidad sexual,83,2017,2,Valencia
1800,    5.1.-Agresión sexual con penetración,2,2017,2,Valencia
1801,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,81,2017,2,Valencia
1802,    6.-Robos con violencia e intimidación,443,2017,2,Valencia
1803,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",654,2017,2,Valencia
1804,    7.1.-Robos con fuerza en domicilios,523,2017,2,Valencia
1805,    8.-Hurtos,4516,2017,2,Valencia
1806,    9.-Sustracciones de vehículos,217,2017,2,Valencia
1807,    10.-Tráfico de drogas,94,2017,2,Valencia
1808,    1.-Homicidios dolosos y asesinatos consumados,0,2017,2,Vigo
1809,    2.-Homicidios dolosos y asesinatos en grado tentativa,0,2017,2,Vigo
1810,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,27,2017,2,Vigo
1811,    4.-Secuestro,1,2017,2,Vigo
1812,    5.-Delitos contra la libertad e indemnidad sexual,24,2017,2,Vigo
1813,    5.1.-Agresión sexual con penetración,3,2017,2,Vigo
1814,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,21,2017,2,Vigo
1815,    6.-Robos con violencia e intimidación,60,2017,2,Vigo
1816,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",128,2017,2,Vigo
1817,    7.1.-Robos con fuerza en domicilios,64,2017,2,Vigo
1818,    8.-Hurtos,808,2017,2,Vigo
1819,    9.-Sustracciones de vehículos,33,2017,2,Vigo
1820,    10.-Tráfico de drogas,16,2017,2,Vigo
1821,    1.-Homicidios dolosos y asesinatos consumados,3,2017,2,Madrid
1822,    2.-Homicidios dolosos y asesinatos en grado tentativa,13,2017,2,Madrid
1823,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,300,2017,2,Madrid
1824,    4.-Secuestro,0,2017,2,Madrid
1825,    5.-Delitos contra la libertad e indemnidad sexual,263,2017,2,Madrid
1826,    5.1.-Agresión sexual con penetración,33,2017,2,Madrid
1827,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,230,2017,2,Madrid
1828,    6.-Robos con violencia e intimidación,2894,2017,2,Madrid
1829,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",2389,2017,2,Madrid
1830,    7.1.-Robos con fuerza en domicilios,1378,2017,2,Madrid
1831,    8.-Hurtos,28090,2017,2,Madrid
1832,    9.-Sustracciones de vehículos,1609,2017,2,Madrid
1833,    10.-Tráfico de drogas,322,2017,2,Madrid
1834,    1.-Homicidios dolosos y asesinatos consumados,0,2017,2,Murcia
1835,    2.-Homicidios dolosos y asesinatos en grado tentativa,3,2017,2,Murcia
1836,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,61,2017,2,Murcia
1837,    4.-Secuestro,0,2017,2,Murcia
1838,    5.-Delitos contra la libertad e indemnidad sexual,34,2017,2,Murcia
1839,    5.1.-Agresión sexual con penetración,3,2017,2,Murcia
1840,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,31,2017,2,Murcia
1841,    6.-Robos con violencia e intimidación,178,2017,2,Murcia
1842,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",390,2017,2,Murcia
1843,    7.1.-Robos con fuerza en domicilios,323,2017,2,Murcia
1844,    8.-Hurtos,1632,2017,2,Murcia
1845,    9.-Sustracciones de vehículos,178,2017,2,Murcia
1846,    10.-Tráfico de drogas,26,2017,2,Murcia
1847,    1.-Homicidios dolosos y asesinatos consumados,0,2017,2,Bilbao
1848,    2.-Homicidios dolosos y asesinatos en grado tentativa,6,2017,2,Bilbao
1849,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,68,2017,2,Bilbao
1850,    4.-Secuestro,0,2017,2,Bilbao
1851,    5.-Delitos contra la libertad e indemnidad sexual,29,2017,2,Bilbao
1852,    5.1.-Agresión sexual con penetración,3,2017,2,Bilbao
1853,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,26,2017,2,Bilbao
1854,    6.-Robos con violencia e intimidación,162,2017,2,Bilbao
1855,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",178,2017,2,Bilbao
1856,    7.1.-Robos con fuerza en domicilios,110,2017,2,Bilbao
1857,    8.-Hurtos,2277,2017,2,Bilbao
1858,    9.-Sustracciones de vehículos,43,2017,2,Bilbao
1859,    10.-Tráfico de drogas,8,2017,2,Bilbao
1860,    1.-Homicidios dolosos y asesinatos consumados,1,2017,3,Córdoba
1861,    2.-Homicidios dolosos y asesinatos en grado tentativa,1,2017,3,Córdoba
1862,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,16,2017,3,Córdoba
1863,    4.-Secuestro,0,2017,3,Córdoba
1864,    5.-Delitos contra la libertad e indemnidad sexual,38,2017,3,Córdoba
1865,    5.1.-Agresión sexual con penetración,2,2017,3,Córdoba
1866,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,36,2017,3,Córdoba
1867,    6.-Robos con violencia e intimidación,97,2017,3,Córdoba
1868,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",213,2017,3,Córdoba
1869,    7.1.-Robos con fuerza en domicilios,150,2017,3,Córdoba
1870,    8.-Hurtos,1084,2017,3,Córdoba
1871,    9.-Sustracciones de vehículos,79,2017,3,Córdoba
1872,    10.-Tráfico de drogas,11,2017,3,Córdoba
1873,    1.-Homicidios dolosos y asesinatos consumados,0,2017,3,Málaga
1874,    2.-Homicidios dolosos y asesinatos en grado tentativa,5,2017,3,Málaga
1875,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,93,2017,3,Málaga
1876,    4.-Secuestro,0,2017,3,Málaga
1877,    5.-Delitos contra la libertad e indemnidad sexual,48,2017,3,Málaga
1878,    5.1.-Agresión sexual con penetración,6,2017,3,Málaga
1879,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,42,2017,3,Málaga
1880,    6.-Robos con violencia e intimidación,159,2017,3,Málaga
1881,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",287,2017,3,Málaga
1882,    7.1.-Robos con fuerza en domicilios,198,2017,3,Málaga
1883,    8.-Hurtos,3121,2017,3,Málaga
1884,    9.-Sustracciones de vehículos,210,2017,3,Málaga
1885,    10.-Tráfico de drogas,71,2017,3,Málaga
1886,    1.-Homicidios dolosos y asesinatos consumados,3,2017,3,Sevilla
1887,    2.-Homicidios dolosos y asesinatos en grado tentativa,7,2017,3,Sevilla
1888,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,60,2017,3,Sevilla
1889,    4.-Secuestro,0,2017,3,Sevilla
1890,    5.-Delitos contra la libertad e indemnidad sexual,37,2017,3,Sevilla
1891,    5.1.-Agresión sexual con penetración,4,2017,3,Sevilla
1892,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,33,2017,3,Sevilla
1893,    6.-Robos con violencia e intimidación,495,2017,3,Sevilla
1894,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",496,2017,3,Sevilla
1895,    7.1.-Robos con fuerza en domicilios,303,2017,3,Sevilla
1896,    8.-Hurtos,3954,2017,3,Sevilla
