,screen_name,username,user_id,tweet_id,tweet_url,timestamp,timestamp_epochs,text,text_html,links,hashtags,has_media,img_urls,video_url,likes,retweets,replies,is_replied,is_reply_to,parent_tweet_id,reply_to_users
0,DSUAZOriver,El peludo,3198193676,935297016405610497,/DSUAZOriver/status/935297016405610497,2017-11-27 23:59:20,1511827160,Ud vive en Barcelona. Para hablar con fundamento venga al sur de Argentina y conozca in situ la violencia q generan contra los pobladores. Han matado a personas inocentes. No de por cierto que la muerte del mapuche no fue a como consecuencia de la agresion sufrida p los prefectos,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Ud vive en <strong>Barcelona</strong>. Para hablar con fundamento venga al sur de Argentina y conozca in situ la <strong>violencia</strong> q generan contra los pobladores. Han matado a personas inocentes. No de por cierto que la muerte del mapuche no fue a como consecuencia de la <strong>agresion</strong> sufrida p los prefectos</p>",[],[],False,[],,0,0,0,False,True,935278206906720256,"[{'screen_name': 'martin_caparros', 'user_id': '265945808'}, {'screen_name': 'lindenboim_uba', 'user_id': '1327653697'}]"
1,Mes_324,Més 324 - TV3,2788115480,935286164638130176,/Mes_324/status/935286164638130176,2017-11-27 23:16:13,1511824573," Laura Pérez Castaño (@L_Makeba), regidora de Feminismes i LGTBI de Barcelona: ""Una de cada tres barcelonines ha patit un episodi de violència greu"" #Més324http://bit.ly/2n9mNhT ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ca""><img alt=""▶️"" aria-label=""Emoji: Triángulo señalando a la derecha"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/25b6.png"" title=""Triángulo señalando a la derecha""/> Laura Pérez Castaño (<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1121975996817838090"" dir=""ltr"" href=""/l_makeba""><s>@</s><b>L_Makeba</b></a>), regidora de Feminismes i LGTBI de <strong>Barcelona</strong>: ""Una de cada tres barcelonines ha patit un episodi de <strong>violència</strong> greu"" <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/M%C3%A9s324?src=hash""><s>#</s><b>Més324</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""http://bit.ly/2n9mNhT"" dir=""ltr"" href=""https://t.co/pbFBHqw7qN"" rel=""nofollow noopener"" target=""_blank"" title=""http://bit.ly/2n9mNhT""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">bit.ly/2n9mNhT</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",['http://bit.ly/2n9mNhT'],['Més324http'],False,[],,30,23,2,True,False,,[]
2,cat_geno,Geno López,900361389650399233,935267543895433218,/cat_geno/status/935267543895433218,2017-11-27 22:02:13,1511820133,"Por mucho menos, solo por un brindis al sol, sin mediar palabra, ni mucho menos insulto, detuvieron a joven en Barcelona. Eso era delito de odio. Y esto...? Què debe ser.. siguiendo ese barómetro?","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Por mucho menos, solo por un brindis al sol, sin mediar palabra, ni mucho menos insulto, detuvieron a joven en <strong>Barcelona</strong>. Eso era <strong>delito</strong> de odio. Y esto...? Què debe ser.. siguiendo ese barómetro?</p>",[],[],False,[],,0,0,0,False,True,935245729639096321,"[{'screen_name': '_anapastor_', 'user_id': '65369125'}, {'screen_name': 'Jaumeasens', 'user_id': '212377097'}, {'screen_name': 'zoidoJI', 'user_id': '169843986'}]"
3,watercolor74,Francisco Morales,169309980,935245680167309312,/watercolor74/status/935245680167309312,2017-11-27 20:35:20,1511814920,Violencia contra http://HazteOir.org  en Barcelona http://fb.me/F78H5Dfv ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es""><strong>Violencia</strong> contra <a class=""twitter-timeline-link"" data-expanded-url=""http://HazteOir.org"" dir=""ltr"" href=""https://t.co/7QnTlt3U2w"" rel=""nofollow noopener"" target=""_blank"" title=""http://HazteOir.org""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">HazteOir.org</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> en <strong>Barcelona</strong> <a class=""twitter-timeline-link"" data-expanded-url=""http://fb.me/F78H5Dfv"" dir=""ltr"" href=""https://t.co/jXlXUJag4i"" rel=""nofollow noopener"" target=""_blank"" title=""http://fb.me/F78H5Dfv""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">fb.me/F78H5Dfv</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>","['http://HazteOir.org', 'http://fb.me/F78H5Dfv']",[],False,[],,0,0,0,False,False,,[]
4,cuadrosrayas,cuadrosyrayas,920009035897860097,935245382929575937,/cuadrosrayas/status/935245382929575937,2017-11-27 20:34:09,1511814849,"Lo de delito de odio está tomando un ""caire"" (no sé como se dice en Español) muy chungo, muy muy chungo, que empieza a dar miedo.
Esta mañana en Barcelona nos hemos levantado con puertas marcadas con un ""155"".","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Lo de <strong>delito</strong> de odio está tomando un ""caire"" (no sé como se dice en Español) muy chungo, muy muy chungo, que empieza a dar miedo.
Esta mañana en <strong>Barcelona</strong> nos hemos levantado con puertas marcadas con un ""155"".</p>",[],[],False,[],,1,0,1,True,True,935220992766595075,"[{'screen_name': 'cuadrosrayas', 'user_id': '920009035897860097'}, {'screen_name': 'Jc__Ray', 'user_id': '250862747'}, {'screen_name': 'KRLS', 'user_id': '11611502'}]"
5,bcnbici,Barnabici,847378005873704960,935241688301391874,/bcnbici/status/935241688301391874,2017-11-27 20:19:29,1511813969,"Què me'n dieu d'aquesta? Si la vorera ja té delicte perquè hi facin passar vianants i un carrilbici, les motos ja fan el que volen. #Verdaguermonamour #puntnegre #bicibcnpic.twitter.com/Yp7z7jJHAU","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ca"">Què me'n dieu d'aquesta? Si la vorera ja té <strong>delicte</strong> perquè hi facin passar vianants i un carrilbici, les motos ja fan el que volen. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Verdaguermonamour?src=hash""><s>#</s><b>Verdaguermonamour</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/puntnegre?src=hash""><s>#</s><b>puntnegre</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/bicibcn?src=hash""><s>#</s><b>bicibcn</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/Yp7z7jJHAU"">pic.twitter.com/Yp7z7jJHAU</a></p>",[],"['Verdaguermonamour', 'puntnegre', 'bicibcnpic']",True,['https://pbs.twimg.com/media/DPqlWhPWsAYiKrI.jpg'],,4,0,1,True,True,933396882143023104,"[{'screen_name': 'senyodelescorts', 'user_id': '894135503271931906'}, {'screen_name': 'BCN_Mobilitat', 'user_id': '123851794'}, {'screen_name': 'barcelona_GUB', 'user_id': '442728468'}]"
6,ConsueloSaenz33,CONSUELO  SÁENZ∞ #VenusEnEscorpio,1315563930,935212581060530176,/ConsueloSaenz33/status/935212581060530176,2017-11-27 18:23:49,1511807029,Me ha gustado un vídeo de @YouTube (http://youtu.be/LXl8D26q6bo?a  - Violencia contra http://HazteOir.org  en Barcelona).,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Me ha gustado un vídeo de <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""10228272"" dir=""ltr"" href=""/YouTube""><s>@</s><b>YouTube</b></a> (<a class=""twitter-timeline-link"" data-expanded-url=""http://youtu.be/LXl8D26q6bo?a"" dir=""ltr"" href=""https://t.co/pQAwZkTonf"" rel=""nofollow noopener"" target=""_blank"" title=""http://youtu.be/LXl8D26q6bo?a""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">youtu.be/LXl8D26q6bo?a</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> - <strong>Violencia</strong> contra <a class=""twitter-timeline-link"" data-expanded-url=""http://HazteOir.org"" dir=""ltr"" href=""https://t.co/tmnhQQPVN8"" rel=""nofollow noopener"" target=""_blank"" title=""http://HazteOir.org""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">HazteOir.org</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> en <strong>Barcelona</strong>).</p>","['http://youtu.be/LXl8D26q6bo?a', 'http://HazteOir.org']",[],False,[],,0,0,0,False,False,,[]
7,donal_tramp_,Donnie,827975560311734273,935202496649232384,/donal_tramp_/status/935202496649232384,2017-11-27 17:43:45,1511804625,These are the independentists... The friends of @gabrielrufian and @KRLS... They say they are pacifists... See it by yourself... #VirajePuigdemontESP #ValenciaBarca #PuigdemontalafugaAR #L6Ncamino21D Violencia contra http://HazteOir.org  en Barcelona https://www.youtube.com/watch?v=LXl8D26q6bo&feature=share …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">These are the independentists... The friends of <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2904896141"" dir=""ltr"" href=""/gabrielrufian""><s>@</s><b>gabrielrufian</b></a> and <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""11611502"" dir=""ltr"" href=""/KRLS""><s>@</s><b>KRLS</b></a>... They say they are pacifists... See it by yourself... <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/VirajePuigdemontESP?src=hash""><s>#</s><b>VirajePuigdemontESP</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ValenciaBarca?src=hash""><s>#</s><b>ValenciaBarca</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/PuigdemontalafugaAR?src=hash""><s>#</s><b>PuigdemontalafugaAR</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/L6Ncamino21D?src=hash""><s>#</s><b>L6Ncamino21D</b></a> <strong>Violencia</strong> contra <a class=""twitter-timeline-link"" data-expanded-url=""http://HazteOir.org"" dir=""ltr"" href=""https://t.co/yLWltrzzih"" rel=""nofollow noopener"" target=""_blank"" title=""http://HazteOir.org""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">HazteOir.org</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> en <strong>Barcelona</strong> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.youtube.com/watch?v=LXl8D26q6bo&amp;feature=share"" dir=""ltr"" href=""https://t.co/FQNEhpbQaW"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.youtube.com/watch?v=LXl8D26q6bo&amp;feature=share""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">youtube.com/watch?v=LXl8D2</span><span class=""invisible"">6q6bo&amp;feature=share</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>","['http://HazteOir.org', 'https://www.youtube.com/watch?v=LXl8D26q6bo&feature=share']","['VirajePuigdemontESP', 'ValenciaBarca', 'PuigdemontalafugaAR', 'L6Ncamino21D']",False,[],,1,0,0,False,False,,[]
8,csi_wulan,Wulan 🐱⚽🏸✈🛫,74174648,935190239559106560,/csi_wulan/status/935190239559106560,2017-11-27 16:55:02,1511801702,Lamento esta agresión. Mucho ánimo para ti. Un restaurante sirio en Barcelona suena interesante. Me gustaría visitarlo cuando tenga oportunidad para ir a tu ciudad.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Lamento esta <strong>agresión</strong>. Mucho ánimo para ti. Un restaurante sirio en <strong>Barcelona</strong> suena interesante. Me gustaría visitarlo cuando tenga oportunidad para ir a tu ciudad.</p>",[],[],False,[],,3,0,0,False,True,935115261992210432,"[{'screen_name': 'GabrielGarroum', 'user_id': '302069138'}]"
9,_indi46,Riders,76150018,935189651551342592,/_indi46/status/935189651551342592,2017-11-27 16:52:42,1511801562,Y de las fuentes tiñosas de @AdaColau  que me decís  ?. Eso es una agresión a los ciudadanos que pagan sus impuestos en Barcelona. Vale ya de paletadas,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Y de las fuentes tiñosas de <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""102095809"" dir=""ltr"" href=""/AdaColau""><s>@</s><b>AdaColau</b></a>  que me decís  ?. Eso es una <strong>agresión</strong> a los ciudadanos que pagan sus impuestos en <strong>Barcelona</strong>. Vale ya de paletadas</p>",[],[],False,[],,0,0,0,False,True,934880386231959554,"[{'screen_name': 'CiudadanaMartaR', 'user_id': '736284974878478337'}, {'screen_name': 'CiudadanosCs', 'user_id': '19028805'}]"
