;type_of_crime;year;month;date;number_of_crimes;cum_sum
358;Altres delictes contra l'ordre públic;2015;7;2015-07-01;77.0;65.71753804880872
359;Altres delictes contra l'ordre públic;2015;8;2015-08-01;78.0;65.73052506179573
360;Altres delictes contra l'ordre públic;2015;9;2015-09-01;78.0;65.73052506179573
361;Altres delictes contra l'ordre públic;2015;10;2015-10-01;84.0;65.80744813871881
362;Altres delictes contra l'ordre públic;2015;11;2015-11-01;60.0;65.52173385300452
363;Altres delictes contra l'ordre públic;2015;12;2015-12-01;68.0;65.65506718633786
364;Altres delictes contra l'ordre públic;2016;1;2016-01-01;66.0;65.62565542163198
365;Altres delictes contra l'ordre públic;2016;2;2016-02-01;69.0;65.67110996708652
366;Altres delictes contra l'ordre públic;2016;3;2016-03-01;65.0;65.61313895259377
367;Altres delictes contra l'ordre públic;2016;4;2016-04-01;75.0;65.76698510643993
368;Altres delictes contra l'ordre públic;2016;5;2016-05-01;64.0;65.62031843977327
369;Altres delictes contra l'ordre públic;2016;6;2016-06-01;70.0;65.71406843977327
370;Altres delictes contra l'ordre públic;2016;7;2016-07-01;61.0;65.58549701120184
371;Altres delictes contra l'ordre públic;2016;8;2016-08-01;77.0;65.84779209316905
372;Altres delictes contra l'ordre públic;2016;9;2016-09-01;69.0;65.74389598927294
373;Altres delictes contra l'ordre públic;2016;10;2016-10-01;74.0;65.81635975738888
374;Altres delictes contra l'ordre públic;2016;11;2016-11-01;46.0;65.43798137901051
375;Altres delictes contra l'ordre públic;2016;12;2016-12-01;51.0;65.54667703118442
376;Altres delictes contra l'ordre públic;2017;1;2017-01-01;54.0;65.60550056059618
377;Altres delictes contra l'ordre públic;2017;2;2017-02-01;59.0;65.69809315318878
378;Altres delictes contra l'ordre públic;2017;3;2017-03-01;62.0;65.7489406108159
379;Altres delictes contra l'ordre públic;2017;4;2017-04-01;58.0;65.68442448178364
380;Altres delictes contra l'ordre públic;2017;5;2017-05-01;75.0;65.9775279300595
381;Altres delictes contra l'ordre públic;2017;6;2017-06-01;59.0;65.76419459672616
382;Altres delictes contra l'ordre públic;2017;7;2017-07-01;73.0;66.00148273231937
383;Altres delictes contra l'ordre públic;2017;8;2017-08-01;68.0;65.93298958163444
384;Altres delictes contra l'ordre públic;2017;9;2017-09-01;53.0;65.71240134634033
385;Altres delictes contra l'ordre públic;2017;10;2017-10-01;50.0;65.65579757275542
386;Altres delictes contra l'ordre públic;2017;11;2017-11-01;40.0;65.45579757275542
387;Altres delictes contra l'ordre públic;2017;12;2017-12-01;49.0;65.68079757275541
388;Altres delictes contra l'ordre públic;2018;1;2018-01-01;58.0;65.86447104214317
389;Altres delictes contra l'ordre públic;2018;2;2018-02-01;59.0;65.88171242145351
390;Altres delictes contra l'ordre públic;2018;3;2018-03-01;77.0;66.18679716721623
391;Altres delictes contra l'ordre públic;2018;4;2018-04-01;62.0;65.99199197241103
392;Altres delictes contra l'ordre públic;2018;5;2018-05-01;79.0;66.26618552079813
393;Altres delictes contra l'ordre públic;2018;6;2018-06-01;59.0;66.01302096383611
394;Altres delictes contra l'ordre públic;2018;7;2018-07-01;67.0;66.1486141841751
395;Altres delictes contra l'ordre públic;2018;8;2018-08-01;94.0;66.55159925880197
396;Altres delictes contra l'ordre públic;2018;9;2018-09-01;67.0;66.26436521624878
397;Altres delictes contra l'ordre públic;2018;10;2018-10-01;64.0;66.2195890968458
398;Altres delictes contra l'ordre públic;2018;11;2018-11-01;80.0;66.4695890968458
399;Altres delictes contra l'ordre públic;2018;12;2018-12-01;87.0;66.5570890968458
400;Altres delictes contra l'ordre públic;2019;1;2019-01-01;57.0;66.21226151063891
401;Altres delictes contra l'ordre públic;2019;2;2019-02-01;52.0;66.1245422123933
402;Altres delictes contra l'ordre públic;2019;3;2019-03-01;66.0;66.39377298162407
403;Altres delictes contra l'ordre públic;2019;4;2019-04-01;87.0;66.71195479980588
404;Altres delictes contra l'ordre públic;2019;5;2019-05-01;58.0;66.37862146647255
405;Altres delictes contra l'ordre públic;2019;6;2019-06-01;74.0;66.65448353543808
406;Altres delictes contra l'ordre públic;2019;7;2019-07-01;86.0;66.81664569760024
407;Altres delictes contra l'ordre públic;2019;8;2019-08-01;83.0;66.78176197667
408;Altres delictes contra l'ordre públic;2019;9;2019-09-01;80.0;66.74561739835674
409;Altres delictes contra l'ordre públic;2019;10;2019-10-01;104.0;67.04561739835674
410;Altres delictes contra l'ordre públic;2019;11;2019-11-01;62.0;66.64177124451058
411;Altres delictes contra l'ordre públic;2019;12;2019-12-01;79.0;66.91596479289768
412;Amenaces;2012;1;2012-01-01;108.0;66.98527172359076
413;Amenaces;2012;2;2012-02-01;92.0;66.8371235754426
414;Amenaces;2012;3;2012-03-01;112.0;67.05451487979043
415;Amenaces;2012;4;2012-04-01;94.0;66.89380059407614
416;Amenaces;2012;5;2012-05-01;101.0;66.96826867918253
417;Amenaces;2012;6;2012-06-01;109.0;67.0474765999746
418;Amenaces;2012;7;2012-07-01;134.0;67.27683439813974
419;Amenaces;2012;8;2012-08-01;136.0;67.29175977127407
420;Amenaces;2012;9;2012-09-01;131.0;67.25499506539173
421;Amenaces;2012;10;2012-10-01;138.0;67.30843017989554
422;Amenaces;2012;11;2012-11-01;142.0;67.33741568714191
423;Amenaces;2012;12;2012-12-01;111.0;67.11910582798698
424;Amenaces;2013;1;2013-01-01;136.0;67.34433105321222
425;Amenaces;2013;2;2013-02-01;129.0;67.29286046497693
426;Amenaces;2013;3;2013-03-01;118.0;67.20758914714747
427;Amenaces;2013;4;2013-04-01;111.0;67.14826711324916
428;Amenaces;2013;5;2013-05-01;128.0;67.30142026640232
429;Amenaces;2013;6;2013-06-01;121.0;67.24673276640232
430;Amenaces;2013;7;2013-07-01;148.0;67.46987326227008
431;Amenaces;2013;8;2013-08-01;127.0;67.3279813703782
432;Amenaces;2013;9;2013-09-01;119.0;67.26498924439395
433;Amenaces;2013;10;2013-10-01;98.0;67.08851865615866
434;Amenaces;2013;11;2013-11-01;116.0;67.27219212554641
435;Amenaces;2013;12;2013-12-01;109.0;67.2118472979602
436;Amenaces;2014;1;2014-01-01;99.0;67.12010417869415
437;Amenaces;2014;2;2014-02-01;108.0;67.21101326960324
438;Amenaces;2014;3;2014-03-01;95.0;67.09064289923288
439;Amenaces;2014;4;2014-04-01;112.0;67.26959026765392
440;Amenaces;2014;5;2014-05-01;106.0;67.2160188390825
441;Amenaces;2014;6;2014-06-01;122.0;67.3669622353089
442;Amenaces;2014;7;2014-07-01;108.0;67.25220813694825
443;Amenaces;2014;8;2014-08-01;114.0;67.30776369250381
444;Amenaces;2014;9;2014-09-01;126.0;67.41302685039855
445;Amenaces;2014;10;2014-10-01;122.0;67.38128081865251
446;Amenaces;2014;11;2014-11-01;86.0;67.08619885143939
447;Amenaces;2014;12;2014-12-01;94.0;67.17922210725334
448;Amenaces;2015;1;2015-01-01;85.0;67.08347742640227
449;Amenaces;2015;2;2015-02-01;90.0;67.14230095581404
450;Amenaces;2015;3;2015-03-01;116.0;67.43118984470293
451;Amenaces;2015;4;2015-04-01;112.0;67.39670708608224
452;Amenaces;2015;5;2015-05-01;119.0;67.45920708608224
453;Amenaces;2015;6;2015-06-01;115.0;67.4255936407041
454;Amenaces;2015;7;2015-07-01;241.0;68.52124581461713
455;Amenaces;2015;8;2015-08-01;226.0;68.45900515071672
456;Amenaces;2015;9;2015-09-01;241.0;68.52537683213265
457;Amenaces;2015;10;2015-10-01;265.0;68.62496189437331
458;Amenaces;2015;11;2015-11-01;241.0;68.53439585663746
459;Amenaces;2015;12;2015-12-01;217.0;68.4348107943968
460;Amenaces;2016;1;2016-01-01;232.0;68.50393521835993
461;Amenaces;2016;2;2016-02-01;218.0;68.44359039077372
462;Amenaces;2016;3;2016-03-01;228.0;68.48946195040675
463;Amenaces;2016;4;2016-04-01;234.0;68.51577773988043
464;Amenaces;2016;5;2016-05-01;220.0;68.45594868005138
465;Amenaces;2016;6;2016-06-01;210.0;68.41049413459683
466;Amenaces;2016;7;2016-07-01;262.0;68.65811318221589
467;Amenaces;2016;8;2016-08-01;255.0;68.63139562496397
468;Amenaces;2016;9;2016-09-01;219.0;68.49021915437574
469;Amenaces;2016;10;2016-10-01;224.0;68.51305020460404
470;Amenaces;2016;11;2016-11-01;202.0;68.41483591888975
471;Amenaces;2016;12;2016-12-01;195.0;68.38018245354321
472;Amenaces;2017;1;2017-01-01;190.0;68.35454142790219
473;Amenaces;2017;2;2017-02-01;216.0;68.49138353316535
474;Amenaces;2017;3;2017-03-01;242.0;68.61175390353571
475;Amenaces;2017;4;2017-04-01;211.0;68.48365472998199
476;Amenaces;2017;5;2017-05-01;250.0;68.66848885320474
477;Amenaces;2017;6;2017-06-01;207.0;68.49648885320474
478;Amenaces;2017;7;2017-07-01;284.0;68.86846952953324
479;Amenaces;2017;8;2017-08-01;197.0;68.56213150136423
480;Amenaces;2017;9;2017-09-01;223.0;68.6941111967957
481;Amenaces;2017;10;2017-10-01;226.0;68.70756411159391
482;Amenaces;2017;11;2017-11-01;195.0;68.57039597000099
483;Amenaces;2017;12;2017-12-01;173.0;68.45757545718047
484;Amenaces;2018;1;2018-01-01;175.0;68.46913615082208
485;Amenaces;2018;2;2018-02-01;203.0;68.62913615082208
486;Amenaces;2018;3;2018-03-01;229.0;68.75721496855607
487;Amenaces;2018;4;2018-04-01;209.0;68.66987872401458
488;Amenaces;2018;5;2018-05-01;244.0;68.83734283884712
489;Amenaces;2018;6;2018-06-01;220.0;68.73898218310941
490;Amenaces;2018;7;2018-07-01;253.0;68.88898218310942
491;Amenaces;2018;8;2018-08-01;228.0;68.7901679538604
492;Amenaces;2018;9;2018-09-01;220.0;68.75508023456216
493;Amenaces;2018;10;2018-10-01;258.0;68.92780750728943
494;Amenaces;2018;11;2018-11-01;218.0;68.77276874759951
495;Amenaces;2018;12;2018-12-01;194.0;68.66267700448024
496;Amenaces;2019;1;2019-01-01;213.0;68.76061514881015
497;Amenaces;2019;2;2019-02-01;218.0;68.7840893272139
498;Amenaces;2019;3;2019-03-01;236.0;68.86665813455336
499;Amenaces;2019;4;2019-04-01;222.0;68.80733610065505
500;Amenaces;2019;5;2019-05-01;204.0;68.72625501957397
501;Amenaces;2019;6;2019-06-01;263.0;69.01547070584849
502;Amenaces;2019;7;2019-07-01;321.0;69.23600302524012
503;Amenaces;2019;8;2019-08-01;259.0;69.04285660779465
504;Amenaces;2019;9;2019-09-01;229.0;68.92702649196453
505;Amenaces;2019;10;2019-10-01;277.0;69.13663347886408
506;Amenaces;2019;11;2019-11-01;228.0;68.95973817200488
507;Amenaces;2019;12;2019-12-01;231.0;68.97289606674171
508;Apropiació indeguda;2012;1;2012-01-01;43.0;68.72728203165398
509;Apropiació indeguda;2012;2;2012-02-01;55.0;69.00635179909584
510;Apropiació indeguda;2012;3;2012-03-01;63.0;69.15180634455038
511;Apropiació indeguda;2012;4;2012-04-01;52.0;68.9772031699472
512;Apropiació indeguda;2012;5;2012-05-01;53.0;68.99643393917798
513;Apropiació indeguda;2012;6;2012-06-01;85.0;69.60020752408364
514;Apropiació indeguda;2012;7;2012-07-01;63.0;69.34138399467187
515;Apropiació indeguda;2012;8;2012-08-01;55.0;69.21439986768775
516;Apropiació indeguda;2012;9;2012-09-01;67.0;69.43258168586956
517;Apropiació indeguda;2012;10;2012-10-01;72.0;69.50720855154121
518;Apropiació indeguda;2012;11;2012-11-01;48.0;69.17387521820788
519;Apropiació indeguda;2012;12;2012-12-01;51.0;69.23637521820788
520;Apropiació indeguda;2013;1;2013-01-01;45.0;69.11872815938435
521;Apropiació indeguda;2013;2;2013-02-01;71.0;69.69650593716213
522;Apropiació indeguda;2013;3;2013-03-01;73.0;69.72467495124664
523;Apropiació indeguda;2013;4;2013-04-01;69.0;69.6698804306987
524;Apropiació indeguda;2013;5;2013-05-01;71.0;69.69886593794507
525;Apropiació indeguda;2013;6;2013-06-01;92.0;69.9946405858324
526;Apropiació indeguda;2013;7;2013-07-01;89.0;69.96203189018023
527;Apropiació indeguda;2013;8;2013-08-01;83.0;69.89461615984315
528;Apropiació indeguda;2013;9;2013-09-01;75.0;69.79823061767448
529;Apropiació indeguda;2013;10;2013-10-01;100.0;70.1315639510078
530;Apropiació indeguda;2013;11;2013-11-01;69.0;69.8215639510078
531;Apropiació indeguda;2013;12;2013-12-01;87.0;70.0824335162252
532;Apropiació indeguda;2014;1;2014-01-01;76.0;69.955996734616
533;Apropiació indeguda;2014;2;2014-02-01;71.0;69.89020726093179
534;Apropiació indeguda;2014;3;2014-03-01;82.0;70.04513683839657
535;Apropiació indeguda;2014;4;2014-04-01;78.0;69.9963563505917
536;Apropiació indeguda;2014;5;2014-05-01;75.0;69.95789481213016
537;Apropiació indeguda;2014;6;2014-06-01;71.0;69.90456147879684
538;Apropiació indeguda;2014;7;2014-07-01;97.0;70.27075866189543
539;Apropiació indeguda;2014;8;2014-08-01;79.0;70.08519165158614
540;Apropiació indeguda;2014;9;2014-09-01;79.0;70.08519165158614
541;Apropiació indeguda;2014;10;2014-10-01;65.0;69.90797646171272
542;Apropiació indeguda;2014;11;2014-11-01;56.0;69.76951492325118
543;Apropiació indeguda;2014;12;2014-12-01;61.0;69.85880063753689
544;Apropiació indeguda;2015;1;2015-01-01;63.0;69.89158752278279
545;Apropiació indeguda;2015;2;2015-02-01;69.0;69.98682561802089
546;Apropiació indeguda;2015;3;2015-03-01;86.0;70.23320242961509
547;Apropiació indeguda;2015;4;2015-04-01;91.0;70.29134196449881
548;Apropiació indeguda;2015;5;2015-05-01;81.0;70.1814518546087
549;Apropiació indeguda;2015;6;2015-06-01;87.0;70.25552592868277
550;Apropiació indeguda;2015;7;2015-07-01;232.0;71.92219259534944
551;Apropiació indeguda;2015;8;2015-08-01;188.0;71.73253742293565
552;Apropiació indeguda;2015;9;2015-09-01;186.0;71.7218991250633
553;Apropiació indeguda;2015;10;2015-10-01;202.0;71.80792063043965
554;Apropiació indeguda;2015;11;2015-11-01;180.0;71.69900973935054
555;Apropiació indeguda;2015;12;2015-12-01;174.0;71.66567640601721
556;Apropiació indeguda;2016;1;2016-01-01;200.0;71.81510169337353
557;Apropiació indeguda;2016;2;2016-02-01;203.0;71.83010169337354
558;Apropiació indeguda;2016;3;2016-03-01;216.0;71.89414110224052
559;Apropiació indeguda;2016;4;2016-04-01;154.0;71.60710406520349
560;Apropiació indeguda;2016;5;2016-05-01;173.0;71.73048068858012
561;Apropiació indeguda;2016;6;2016-06-01;208.0;71.93279282730843
562;Apropiació indeguda;2016;7;2016-07-01;256.0;72.16356205807766
563;Apropiació indeguda;2016;8;2016-08-01;229.0;72.05809330807766
564;Apropiació indeguda;2016;9;2016-09-01;211.0;71.97949068799032
565;Apropiació indeguda;2016;10;2016-10-01;186.0;71.86100727566804
566;Apropiació indeguda;2016;11;2016-11-01;158.0;71.71046964125944
567;Apropiació indeguda;2016;12;2016-12-01;183.0;71.8686974893607
568;Apropiació indeguda;2017;1;2017-01-01;168.0;71.78673027624595
569;Apropiació indeguda;2017;2;2017-02-01;181.0;71.8641112286269
570;Apropiació indeguda;2017;3;2017-03-01;218.0;72.06853111812966
571;Apropiació indeguda;2017;4;2017-04-01;182.0;71.90339350345076
572;Apropiació indeguda;2017;5;2017-05-01;224.0;72.13416273421998
573;Apropiació indeguda;2017;6;2017-06-01;201.0;72.03148416279141
574;Apropiació indeguda;2017;7;2017-07-01;238.0;72.21556376478146
575;Apropiació indeguda;2017;8;2017-08-01;220.0;72.13993351268063
576;Apropiació indeguda;2017;9;2017-09-01;193.0;72.01720623995335
577;Apropiació indeguda;2017;10;2017-10-01;206.0;72.08456375290672
578;Apropiació indeguda;2017;11;2017-11-01;234.0;72.2204860830038
579;Apropiació indeguda;2017;12;2017-12-01;169.0;71.94270830522603
580;Apropiació indeguda;2018;1;2018-01-01;252.0;72.43383256558107
581;Apropiació indeguda;2018;2;2018-02-01;278.0;72.53700716875568
582;Apropiació indeguda;2018;3;2018-03-01;261.0;72.47585608961899
583;Apropiació indeguda;2018;4;2018-04-01;295.0;72.6061242888527
584;Apropiació indeguda;2018;5;2018-05-01;294.0;72.60273445834423
585;Apropiació indeguda;2018;6;2018-06-01;266.0;72.50749636310613
586;Apropiació indeguda;2018;7;2018-07-01;257.0;72.47366177663996
587;Apropiació indeguda;2018;8;2018-08-01;286.0;72.58650224356603
588;Apropiació indeguda;2018;9;2018-09-01;273.0;72.54104769811148
589;Apropiació indeguda;2018;10;2018-10-01;270.0;72.53005868712248
590;Apropiació indeguda;2018;11;2018-11-01;321.0;72.71894757601136
591;Apropiació indeguda;2018;12;2018-12-01;263.0;72.53826221775591
592;Apropiació indeguda;2019;1;2019-01-01;322.0;72.76259681851637
593;Apropiació indeguda;2019;2;2019-02-01;339.0;72.81539184957226
594;Apropiació indeguda;2019;3;2019-03-01;380.0;72.93633580237463
595;Apropiació indeguda;2019;4;2019-04-01;348.0;72.85212527605884
596;Apropiació indeguda;2019;5;2019-05-01;410.0;73.03028619559907
597;Apropiació indeguda;2019;6;2019-06-01;384.0;72.96687156145273
598;Apropiació indeguda;2019;7;2019-07-01;392.0;72.98770489478606
599;Apropiació indeguda;2019;8;2019-08-01;388.0;72.97750081315341
600;Apropiació indeguda;2019;9;2019-09-01;356.0;72.89502658634929
601;Apropiació indeguda;2019;10;2019-10-01;367.0;72.92592546275378
602;Apropiació indeguda;2019;11;2019-11-01;369.0;72.93137505403443
603;Apropiació indeguda;2019;12;2019-12-01;393.0;72.99641570444093
604;Assassinat consumat;2013;4;2013-04-01;2.0;91.99641570444093
605;Assassinat consumat;2013;7;2013-07-01;1.0;91.49641570444093
606;Assassinat consumat;2015;6;2015-06-01;1.0;91.49641570444093
607;Assassinat consumat;2017;7;2017-07-01;0.1;90.59641570444093
608;Assassinat consumat;2017;8;2017-08-01;14.0;229.59641570444091
609;Assassinat temptativa;2012;3;2012-03-01;1.0;238.59641570444091
610;Assassinat temptativa;2012;6;2012-06-01;1.0;238.59641570444091
611;Assassinat temptativa;2012;7;2012-07-01;0.1;237.6964157044409
612;Assassinat temptativa;2012;10;2012-10-01;0.1;237.6964157044409
613;Assassinat temptativa;2012;11;2012-11-01;1.0;246.6964157044409
614;Assassinat temptativa;2012;12;2012-12-01;0.1;245.7964157044409
615;Assassinat temptativa;2013;11;2013-11-01;1.0;254.7964157044409
616;Assassinat temptativa;2013;12;2013-12-01;0.1;253.8964157044409
617;Assassinat temptativa;2014;5;2014-05-01;0.1;253.8964157044409
618;Assassinat temptativa;2014;12;2014-12-01;1.0;262.89641570444087
619;Assassinat temptativa;2016;2;2016-02-01;1.0;262.89641570444087
620;Assassinat temptativa;2017;3;2017-03-01;1.0;262.89641570444087
621;Assassinat temptativa;2017;6;2017-06-01;1.0;262.89641570444087
622;Assassinat temptativa;2018;2;2018-02-01;1.0;262.89641570444087
623;Assassinat temptativa;2019;5;2019-05-01;0.1;261.9964157044409
624;Assetjament sexual;2012;1;2012-01-01;1.0;270.9964157044409
625;Assetjament sexual;2012;2;2012-02-01;1.0;270.9964157044409
626;Assetjament sexual;2012;7;2012-07-01;2.0;271.9964157044409
627;Assetjament sexual;2012;8;2012-08-01;2.0;271.9964157044409
628;Assetjament sexual;2012;9;2012-09-01;3.0;272.4964157044409
629;Assetjament sexual;2012;10;2012-10-01;0.1;271.52974903777425
630;Assetjament sexual;2012;11;2012-11-01;1.0;280.52974903777425
631;Assetjament sexual;2013;1;2013-01-01;3.0;282.52974903777425
632;Assetjament sexual;2013;2;2013-02-01;3.0;282.52974903777425
633;Assetjament sexual;2013;3;2013-03-01;0.1;281.5630823711076
634;Assetjament sexual;2013;5;2013-05-01;1.0;290.5630823711076
