;RP;ABP;type_of_crime;number_of_crimes;year;month;day;date
104770;RP Metropolitana Barcelona;ABP Nou Barris;Robatori amb violència i/o intimidació;67;2014;7;1;2014-07-01
104771;RP Metropolitana Barcelona;ABP Nou Barris;Robatori i furt d'us de vehicle;25;2014;7;1;2014-07-01
104772;RP Metropolitana Barcelona;ABP Nou Barris;Entrada a domicili aliè;2;2014;7;1;2014-07-01
104773;RP Metropolitana Barcelona;ABP Nou Barris;Amenaces;13;2014;7;1;2014-07-01
104774;RP Metropolitana Barcelona;ABP Nou Barris;Coaccions;2;2014;7;1;2014-07-01
104775;RP Metropolitana Barcelona;ABP Nou Barris;Abusos sexuals;4;2014;7;1;2014-07-01
104776;RP Metropolitana Barcelona;ABP Nou Barris;Agressions sexuals;1;2014;7;1;2014-07-01
104777;RP Metropolitana Barcelona;ABP Nou Barris;Acusació, denúncia falsa i simulació de delictes;0;2014;7;1;2014-07-01
104778;RP Metropolitana Barcelona;ABP Nou Barris;Obstrucció a la justícia i deslleialtat professional;1;2014;7;1;2014-07-01
104779;RP Metropolitana Barcelona;ABP Nou Barris;Trencament de condemna;3;2014;7;1;2014-07-01
104780;RP Metropolitana Barcelona;ABP Nou Barris;Contra els drets i deures familiars;8;2014;7;1;2014-07-01
104781;RP Metropolitana Barcelona;ABP Nou Barris;Altres delictes contra l'ordre públic;6;2014;7;1;2014-07-01
104782;RP Metropolitana Barcelona;ABP Nou Barris;Contra la salut pública;1;2014;7;1;2014-07-01
104783;RP Metropolitana Barcelona;ABP Nou Barris;Faltes contra el patrimoni;282;2014;7;1;2014-07-01
104784;RP Metropolitana Barcelona;ABP Nou Barris;Faltes contra els interessos generals;4;2014;7;1;2014-07-01
104785;RP Metropolitana Barcelona;ABP Nou Barris;Faltes contra les persones;50;2014;7;1;2014-07-01
104786;RP Metropolitana Barcelona;ABP Nou Barris;Faltes contra l'ordre públic;3;2014;7;1;2014-07-01
104787;RP Metropolitana Barcelona;ABP Sant Andreu;De la usurpació de l'estat civil;1;2014;7;1;2014-07-01
104788;RP Metropolitana Barcelona;ABP Sant Andreu;Falsedats documentals;1;2014;7;1;2014-07-01
104789;RP Metropolitana Barcelona;ABP Sant Andreu;Lesions;19;2014;7;1;2014-07-01
104790;RP Metropolitana Barcelona;ABP Sant Andreu;Tracte degradant / vexatori;10;2014;7;1;2014-07-01
104791;RP Metropolitana Barcelona;ABP Sant Andreu;Apropiació indeguda;4;2014;7;1;2014-07-01
104792;RP Metropolitana Barcelona;ABP Sant Andreu;Danys;15;2014;7;1;2014-07-01
104793;RP Metropolitana Barcelona;ABP Sant Andreu;Defraudacions de fluid elèctric i anàlogues;1;2014;7;1;2014-07-01
104794;RP Metropolitana Barcelona;ABP Sant Andreu;Estafes;25;2014;7;1;2014-07-01
104795;RP Metropolitana Barcelona;ABP Sant Andreu;Furt;84;2014;7;1;2014-07-01
104796;RP Metropolitana Barcelona;ABP Sant Andreu;Ocupació immobles;17;2014;7;1;2014-07-01
104797;RP Metropolitana Barcelona;ABP Sant Andreu;Receptació i altres conductes afins;2;2014;7;1;2014-07-01
104798;RP Metropolitana Barcelona;ABP Sant Andreu;Robatori amb força;52;2014;7;1;2014-07-01
104799;RP Metropolitana Barcelona;ABP Sant Andreu;Robatori amb força interior vehicle;50;2014;7;1;2014-07-01
104800;RP Metropolitana Barcelona;ABP Sant Andreu;Robatori amb violència i/o intimidació;73;2014;7;1;2014-07-01
104801;RP Metropolitana Barcelona;ABP Sant Andreu;Robatori i furt d'us de vehicle;22;2014;7;1;2014-07-01
104802;RP Metropolitana Barcelona;ABP Sant Andreu;Descobriment i revelació de secrets;2;2014;7;1;2014-07-01
104803;RP Metropolitana Barcelona;ABP Sant Andreu;Amenaces;9;2014;7;1;2014-07-01
104804;RP Metropolitana Barcelona;ABP Sant Andreu;Coaccions;1;2014;7;1;2014-07-01
104805;RP Metropolitana Barcelona;ABP Sant Andreu;Abusos sexuals;1;2014;7;1;2014-07-01
104806;RP Metropolitana Barcelona;ABP Sant Andreu;Agressions sexuals;3;2014;7;1;2014-07-01
104807;RP Metropolitana Barcelona;ABP Sant Andreu;Relatius a la prostitució;0;2014;7;1;2014-07-01
104808;RP Metropolitana Barcelona;ABP Sant Andreu;Acusació, denúncia falsa i simulació de delictes;1;2014;7;1;2014-07-01
104809;RP Metropolitana Barcelona;ABP Sant Andreu;Trencament de condemna;8;2014;7;1;2014-07-01
104810;RP Metropolitana Barcelona;ABP Sant Andreu;Contra els drets i deures familiars;4;2014;7;1;2014-07-01
104811;RP Metropolitana Barcelona;ABP Sant Andreu;Desordres públics;0;2014;7;1;2014-07-01
104812;RP Metropolitana Barcelona;ABP Sant Andreu;Organitzacions i grups criminals;0;2014;7;1;2014-07-01
104813;RP Metropolitana Barcelona;ABP Sant Andreu;Altres delictes contra l'ordre públic;5;2014;7;1;2014-07-01
104814;RP Metropolitana Barcelona;ABP Sant Andreu;Contra la salut pública;9;2014;7;1;2014-07-01
104815;RP Metropolitana Barcelona;ABP Sant Andreu;Faltes contra el patrimoni;387;2014;7;1;2014-07-01
104816;RP Metropolitana Barcelona;ABP Sant Andreu;Faltes contra els interessos generals;2;2014;7;1;2014-07-01
104817;RP Metropolitana Barcelona;ABP Sant Andreu;Faltes contra les persones;43;2014;7;1;2014-07-01
104818;RP Metropolitana Barcelona;ABP Sant Andreu;Faltes contra l'ordre públic;3;2014;7;1;2014-07-01
104819;RP Metropolitana Barcelona;ABP Sant Martí;Homicidi temptativa;1;2014;7;1;2014-07-01
104820;RP Metropolitana Barcelona;ABP Sant Martí;De la usurpació de l'estat civil;1;2014;7;1;2014-07-01
104821;RP Metropolitana Barcelona;ABP Sant Martí;Falsedats documentals;3;2014;7;1;2014-07-01
104822;RP Metropolitana Barcelona;ABP Sant Martí;Lesions;28;2014;7;1;2014-07-01
104823;RP Metropolitana Barcelona;ABP Sant Martí;Tracte degradant / vexatori;9;2014;7;1;2014-07-01
104824;RP Metropolitana Barcelona;ABP Sant Martí;Apropiació indeguda;14;2014;7;1;2014-07-01
104825;RP Metropolitana Barcelona;ABP Sant Martí;Danys;33;2014;7;1;2014-07-01
104826;RP Metropolitana Barcelona;ABP Sant Martí;Defraudacions de fluid elèctric i anàlogues;2;2014;7;1;2014-07-01
104827;RP Metropolitana Barcelona;ABP Sant Martí;Estafes;39;2014;7;1;2014-07-01
104828;RP Metropolitana Barcelona;ABP Sant Martí;Extorsió;2;2014;7;1;2014-07-01
104829;RP Metropolitana Barcelona;ABP Sant Martí;Furt;306;2014;7;1;2014-07-01
104830;RP Metropolitana Barcelona;ABP Sant Martí;Ocupació immobles;12;2014;7;1;2014-07-01
104831;RP Metropolitana Barcelona;ABP Sant Martí;Receptació i altres conductes afins;12;2014;7;1;2014-07-01
104832;RP Metropolitana Barcelona;ABP Sant Martí;Robatori amb força;113;2014;7;1;2014-07-01
104833;RP Metropolitana Barcelona;ABP Sant Martí;Robatori amb força interior vehicle;145;2014;7;1;2014-07-01
104834;RP Metropolitana Barcelona;ABP Sant Martí;Robatori amb violència i/o intimidació;136;2014;7;1;2014-07-01
104835;RP Metropolitana Barcelona;ABP Sant Martí;Robatori i furt d'us de vehicle;48;2014;7;1;2014-07-01
104836;RP Metropolitana Barcelona;ABP Sant Martí;Usurpació;1;2014;7;1;2014-07-01
104837;RP Metropolitana Barcelona;ABP Sant Martí;Descobriment i revelació de secrets;2;2014;7;1;2014-07-01
104838;RP Metropolitana Barcelona;ABP Sant Martí;Entrada a domicili aliè;1;2014;7;1;2014-07-01
104839;RP Metropolitana Barcelona;ABP Sant Martí;Amenaces;27;2014;7;1;2014-07-01
104840;RP Metropolitana Barcelona;ABP Sant Martí;Coaccions;1;2014;7;1;2014-07-01
104841;RP Metropolitana Barcelona;ABP Sant Martí;Detenció il·legal;2;2014;7;1;2014-07-01
104842;RP Metropolitana Barcelona;ABP Sant Martí;Abusos sexuals;2;2014;7;1;2014-07-01
104843;RP Metropolitana Barcelona;ABP Sant Martí;Agressions sexuals;1;2014;7;1;2014-07-01
104844;RP Metropolitana Barcelona;ABP Sant Martí;Exhibicionisme i provocació sexual;1;2014;7;1;2014-07-01
104845;RP Metropolitana Barcelona;ABP Sant Martí;Relatius a la prostitució;1;2014;7;1;2014-07-01
104846;RP Metropolitana Barcelona;ABP Sant Martí;Acusació, denúncia falsa i simulació de delictes;1;2014;7;1;2014-07-01
104847;RP Metropolitana Barcelona;ABP Sant Martí;Trencament de condemna;5;2014;7;1;2014-07-01
104848;RP Metropolitana Barcelona;ABP Sant Martí;Contra els drets i deures familiars;3;2014;7;1;2014-07-01
104849;RP Metropolitana Barcelona;ABP Sant Martí;Altres delictes contra l'ordre públic;11;2014;7;1;2014-07-01
104850;RP Metropolitana Barcelona;ABP Sant Martí;Contra la salut pública;11;2014;7;1;2014-07-01
104851;RP Metropolitana Barcelona;ABP Sant Martí;Incendi;0;2014;7;1;2014-07-01
104852;RP Metropolitana Barcelona;ABP Sant Martí;Faltes contra el patrimoni;936;2014;7;1;2014-07-01
104853;RP Metropolitana Barcelona;ABP Sant Martí;Faltes contra els interessos generals;7;2014;7;1;2014-07-01
104854;RP Metropolitana Barcelona;ABP Sant Martí;Faltes contra les persones;91;2014;7;1;2014-07-01
104855;RP Metropolitana Barcelona;ABP Sant Martí;Faltes contra l'ordre públic;11;2014;7;1;2014-07-01
104856;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Homicidi per imprudència;2;2014;7;1;2014-07-01
104857;RP Metropolitana Barcelona;ABP Sants-Montjuïc;De la usurpació de l'estat civil;2;2014;7;1;2014-07-01
104858;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Falsedats documentals;8;2014;7;1;2014-07-01
104859;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Usurpació de funcions públiques i intrusisme;1;2014;7;1;2014-07-01
104860;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Lesions;16;2014;7;1;2014-07-01
104861;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Tracte degradant / vexatori;6;2014;7;1;2014-07-01
104862;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Apropiació indeguda;14;2014;7;1;2014-07-01
104863;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Danys;17;2014;7;1;2014-07-01
104864;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Defraudacions de fluid elèctric i anàlogues;1;2014;7;1;2014-07-01
104865;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Estafes;40;2014;7;1;2014-07-01
104866;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Furt;383;2014;7;1;2014-07-01
104867;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Mercat i consumidors;1;2014;7;1;2014-07-01
104868;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Ocupació immobles;14;2014;7;1;2014-07-01
104869;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Receptació i altres conductes afins;3;2014;7;1;2014-07-01
104870;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Robatori amb força;108;2014;7;1;2014-07-01
104871;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Robatori amb força interior vehicle;86;2014;7;1;2014-07-01
104872;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Robatori amb violència i/o intimidació;98;2014;7;1;2014-07-01
104873;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Robatori i furt d'us de vehicle;40;2014;7;1;2014-07-01
104874;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Descobriment i revelació de secrets;4;2014;7;1;2014-07-01
104875;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Entrada a domicili aliè;3;2014;7;1;2014-07-01
104876;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Amenaces;18;2014;7;1;2014-07-01
104877;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Coaccions;3;2014;7;1;2014-07-01
104878;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Abusos sexuals;4;2014;7;1;2014-07-01
104879;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Agressions sexuals;1;2014;7;1;2014-07-01
104880;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Exhibicionisme i provocació sexual;1;2014;7;1;2014-07-01
104881;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Relatius a la prostitució;1;2014;7;1;2014-07-01
104882;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Acusació, denúncia falsa i simulació de delictes;0;2014;7;1;2014-07-01
104883;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Obstrucció a la justícia i deslleialtat professional;3;2014;7;1;2014-07-01
104884;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Trencament de condemna;9;2014;7;1;2014-07-01
104885;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Contra els drets i deures familiars;1;2014;7;1;2014-07-01
104886;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Desordres públics;1;2014;7;1;2014-07-01
104887;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Organitzacions i grups criminals;1;2014;7;1;2014-07-01
104888;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Altres delictes contra l'ordre públic;13;2014;7;1;2014-07-01
104889;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Contra la salut pública;7;2014;7;1;2014-07-01
104890;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Incendi;1;2014;7;1;2014-07-01
104891;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Faltes contra el patrimoni;819;2014;7;1;2014-07-01
104892;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Faltes contra els interessos generals;1;2014;7;1;2014-07-01
104893;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Faltes contra les persones;85;2014;7;1;2014-07-01
104894;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Faltes contra l'ordre públic;9;2014;7;1;2014-07-01
104895;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;De la usurpació de l'estat civil;3;2014;7;1;2014-07-01
104896;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Falsedats documentals;4;2014;7;1;2014-07-01
104897;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Usurpació de funcions públiques i intrusisme;1;2014;7;1;2014-07-01
104898;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Lesions;6;2014;7;1;2014-07-01
104899;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Tracte degradant / vexatori;1;2014;7;1;2014-07-01
104900;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Apropiació indeguda;7;2014;7;1;2014-07-01
104901;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Danys;16;2014;7;1;2014-07-01
104902;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Defraudacions de fluid elèctric i anàlogues;1;2014;7;1;2014-07-01
104903;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Estafes;50;2014;7;1;2014-07-01
104904;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Furt;105;2014;7;1;2014-07-01
104905;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Ocupació immobles;1;2014;7;1;2014-07-01
104906;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Robatori amb força;103;2014;7;1;2014-07-01
104907;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Robatori amb força interior vehicle;30;2014;7;1;2014-07-01
104908;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Robatori amb violència i/o intimidació;43;2014;7;1;2014-07-01
104909;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Robatori i furt d'us de vehicle;63;2014;7;1;2014-07-01
104910;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Descobriment i revelació de secrets;4;2014;7;1;2014-07-01
104911;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Entrada a domicili aliè;0;2014;7;1;2014-07-01
104912;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Amenaces;4;2014;7;1;2014-07-01
104913;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Detenció il·legal;1;2014;7;1;2014-07-01
104914;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Agressions sexuals;0;2014;7;1;2014-07-01
104915;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Assetjament sexual;0;2014;7;1;2014-07-01
104916;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Exhibicionisme i provocació sexual;1;2014;7;1;2014-07-01
104917;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Acusació, denúncia falsa i simulació de delictes;0;2014;7;1;2014-07-01
104918;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Trencament de condemna;1;2014;7;1;2014-07-01
104919;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Contra els drets i deures familiars;2;2014;7;1;2014-07-01
104920;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Altres delictes contra l'ordre públic;2;2014;7;1;2014-07-01
104921;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Contra la salut pública;2;2014;7;1;2014-07-01
104922;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Faltes contra el patrimoni;262;2014;7;1;2014-07-01
104923;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Faltes contra les persones;35;2014;7;1;2014-07-01
104924;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Faltes contra l'ordre públic;4;2014;7;1;2014-07-01
106234;RP Metropolitana Barcelona;ABP Barcelona;Falsedats documentals;2;2014;8;1;2014-08-01
106235;RP Metropolitana Barcelona;ABP Barcelona;Lesions;1;2014;8;1;2014-08-01
106236;RP Metropolitana Barcelona;ABP Barcelona;Apropiació indeguda;1;2014;8;1;2014-08-01
106237;RP Metropolitana Barcelona;ABP Barcelona;Danys;4;2014;8;1;2014-08-01
106238;RP Metropolitana Barcelona;ABP Barcelona;Estafes;4;2014;8;1;2014-08-01
106239;RP Metropolitana Barcelona;ABP Barcelona;Furt;53;2014;8;1;2014-08-01
106240;RP Metropolitana Barcelona;ABP Barcelona;Receptació i altres conductes afins;1;2014;8;1;2014-08-01
106241;RP Metropolitana Barcelona;ABP Barcelona;Robatori amb força;3;2014;8;1;2014-08-01
106242;RP Metropolitana Barcelona;ABP Barcelona;Robatori amb força interior vehicle;6;2014;8;1;2014-08-01
106243;RP Metropolitana Barcelona;ABP Barcelona;Robatori amb violència i/o intimidació;16;2014;8;1;2014-08-01
106244;RP Metropolitana Barcelona;ABP Barcelona;Robatori i furt d'us de vehicle;1;2014;8;1;2014-08-01
106245;RP Metropolitana Barcelona;ABP Barcelona;Descobriment i revelació de secrets;1;2014;8;1;2014-08-01
106246;RP Metropolitana Barcelona;ABP Barcelona;Amenaces;1;2014;8;1;2014-08-01
106247;RP Metropolitana Barcelona;ABP Barcelona;Agressions sexuals;1;2014;8;1;2014-08-01
106248;RP Metropolitana Barcelona;ABP Barcelona;Trencament de condemna;1;2014;8;1;2014-08-01
106249;RP Metropolitana Barcelona;ABP Barcelona;Suborn;0;2014;8;1;2014-08-01
106250;RP Metropolitana Barcelona;ABP Barcelona;Altres delictes contra l'ordre públic;0;2014;8;1;2014-08-01
106251;RP Metropolitana Barcelona;ABP Barcelona;Contra la salut pública;0;2014;8;1;2014-08-01
106252;RP Metropolitana Barcelona;ABP Barcelona;Faltes contra el patrimoni;139;2014;8;1;2014-08-01
106253;RP Metropolitana Barcelona;ABP Barcelona;Faltes contra les persones;3;2014;8;1;2014-08-01
106254;RP Metropolitana Barcelona;ABP Ciutat Vella;De la usurpació de l'estat civil;1;2014;8;1;2014-08-01
106255;RP Metropolitana Barcelona;ABP Ciutat Vella;Falsedats documentals;1;2014;8;1;2014-08-01
106256;RP Metropolitana Barcelona;ABP Ciutat Vella;Falsificació de moneda i efectes timbrats;1;2014;8;1;2014-08-01
106257;RP Metropolitana Barcelona;ABP Ciutat Vella;Lesions;45;2014;8;1;2014-08-01
106258;RP Metropolitana Barcelona;ABP Ciutat Vella;Tracte degradant / vexatori;6;2014;8;1;2014-08-01
106259;RP Metropolitana Barcelona;ABP Ciutat Vella;Apropiació indeguda;23;2014;8;1;2014-08-01
106260;RP Metropolitana Barcelona;ABP Ciutat Vella;Danys;15;2014;8;1;2014-08-01
106261;RP Metropolitana Barcelona;ABP Ciutat Vella;Defraudacions de fluid elèctric i anàlogues;4;2014;8;1;2014-08-01
106262;RP Metropolitana Barcelona;ABP Ciutat Vella;Estafes;44;2014;8;1;2014-08-01
106263;RP Metropolitana Barcelona;ABP Ciutat Vella;Furt;1447;2014;8;1;2014-08-01
106264;RP Metropolitana Barcelona;ABP Ciutat Vella;Ocupació immobles;11;2014;8;1;2014-08-01
106265;RP Metropolitana Barcelona;ABP Ciutat Vella;Receptació i altres conductes afins;8;2014;8;1;2014-08-01
106266;RP Metropolitana Barcelona;ABP Ciutat Vella;Robatori amb força;130;2014;8;1;2014-08-01
106267;RP Metropolitana Barcelona;ABP Ciutat Vella;Robatori amb força interior vehicle;88;2014;8;1;2014-08-01
106268;RP Metropolitana Barcelona;ABP Ciutat Vella;Robatori amb violència i/o intimidació;215;2014;8;1;2014-08-01
106269;RP Metropolitana Barcelona;ABP Ciutat Vella;Robatori i furt d'us de vehicle;16;2014;8;1;2014-08-01
106270;RP Metropolitana Barcelona;ABP Ciutat Vella;Usurpació;1;2014;8;1;2014-08-01
106271;RP Metropolitana Barcelona;ABP Ciutat Vella;Entrada a domicili aliè;2;2014;8;1;2014-08-01
106272;RP Metropolitana Barcelona;ABP Ciutat Vella;Amenaces;26;2014;8;1;2014-08-01
106273;RP Metropolitana Barcelona;ABP Ciutat Vella;Coaccions;3;2014;8;1;2014-08-01
106274;RP Metropolitana Barcelona;ABP Ciutat Vella;Detenció il·legal;0;2014;8;1;2014-08-01
106275;RP Metropolitana Barcelona;ABP Ciutat Vella;Abusos sexuals;4;2014;8;1;2014-08-01
106276;RP Metropolitana Barcelona;ABP Ciutat Vella;Agressions sexuals;3;2014;8;1;2014-08-01
106277;RP Metropolitana Barcelona;ABP Ciutat Vella;Assetjament sexual;0;2014;8;1;2014-08-01
106278;RP Metropolitana Barcelona;ABP Ciutat Vella;Relatius a la prostitució;1;2014;8;1;2014-08-01
106279;RP Metropolitana Barcelona;ABP Ciutat Vella;Acusació, denúncia falsa i simulació de delictes;2;2014;8;1;2014-08-01
106280;RP Metropolitana Barcelona;ABP Ciutat Vella;Trencament de condemna;4;2014;8;1;2014-08-01
